t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
9.870000,0.000000,0.000000,0.000000,1.025591,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.061476,0.000001,0.000000,-0.000000,0.000000,0.000001,1.000001,0.000000,0.000000,0.000000,0.000074,0.000149,0.000134,0.000000,0.000000,0.000000,0.000000,-0.000001,0.025590,0.000000,0.000000,0.000000,-0.000074,-0.000149,0.061342,0.025590,0.061342
9.880000,0.010000,0.000000,0.000000,1.025557,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.060886,0.000001,0.000000,-0.000000,0.000000,0.000001,1.000001,0.000000,0.000000,0.000000,0.000074,0.000149,0.000134,0.000000,0.000000,0.000000,0.000000,-0.000001,0.025556,0.000000,0.000000,0.000000,-0.000074,-0.000149,0.060752,0.025556,0.060752
9.892000,0.022000,0.000000,0.000000,1.025810,-0.000002,0.000001,0.000000,-0.000000,0.000000,0.061765,-0.020315,0.008735,0.000019,0.000000,0.000001,1.000001,0.000000,0.000000,0.000000,0.000074,0.000149,0.000134,0.000000,0.000000,0.000000,0.000000,-0.000001,0.025809,-0.000002,0.000001,0.000000,-0.000074,-0.000149,0.061631,0.025809,0.061631
9.900000,0.030000,0.000000,0.000000,1.026428,-0.000077,0.000036,0.000003,-0.000000,-0.000000,0.063695,-0.028315,0.012405,0.000238,0.000004,0.000008,1.000007,0.000000,0.000000,0.000000,0.000297,0.000594,0.000532,0.000000,0.000000,0.000000,-0.000004,-0.000008,0.026421,-0.000077,0.000036,0.000003,-0.000297,-0.000594,0.063163,0.026421,0.063166
9.910000,0.040000,0.000000,0.000000,1.025924,-0.000265,0.000123,0.000008,0.000004,0.000009,0.062132,-0.030722,0.014741,0.000454,0.000004,0.000008,1.000007,0.000000,0.000000,0.000000,0.000297,0.000594,0.000532,0.000000,0.000000,0.000000,-0.000004,-0.000008,0.025917,-0.000265,0.000123,0.000008,-0.000293,-0.000585,0.061600,0.025917,0.061603
9.920000,0.050000,0.000000,0.000001,1.026156,-0.000574,0.000269,0.000014,0.000019,0.000041,0.062748,-0.041796,0.020165,0.000601,0.000013,0.000027,1.000024,0.000000,0.000000,0.000000,0.000669,0.001331,0.001188,0.000000,0.000000,0.000000,-0.000013,-0.000026,0.026132,-0.000574,0.000269,0.000014,-0.000650,-0.001290,0.061560,0.026132,0.061577
9.930000,0.060000,0.000000,0.000001,1.026783,-0.000992,0.000470,0.000020,0.000046,0.000098,0.064773,-0.052249,0.025958,0.000484,0.000013,0.000027,1.000024,0.000000,0.000000,0.000000,0.000669,0.001331,0.001188,0.000000,0.000000,0.000000,-0.000013,-0.000026,0.026759,-0.000992,0.000470,0.000020,-0.000623,-0.001233,0.063585,0.026759,0.063600
9.940000,0.070000,0.000001,0.000003,1.026273,-0.001445,0.000685,0.000027,0.000094,0.000201,0.063432,-0.058163,0.028818,0.000564,0.000032,0.000063,1.000056,0.000000,0.000000,0.000000,0.001187,0.002354,0.002089,0.000000,0.000000,0.000000,-0.000031,-0.000060,0.026217,-0.001445,0.000685,0.000027,-0.001093,-0.002153,0.061343,0.026217,0.061391
9.952000,0.082000,0.000003,0.000006,1.026521,-0.002090,0.001003,0.000033,0.000172,0.000364,0.063822,-0.062291,0.032623,0.000506,0.000032,0.000063,1.000056,0.000000,0.000000,0.000000,0.001187,0.002354,0.002089,0.000000,0.000000,0.000000,-0.000029,-0.000057,0.026465,-0.002090,0.001003,0.000033,-0.001015,-0.001990,0.061733,0.026465,0.061773
9.960000,0.090000,0.000004,0.000010,1.027160,-0.002712,0.001330,0.000038,0.000272,0.000572,0.065345,-0.061368,0.034001,0.000379,0.000062,0.000123,1.000109,0.000000,0.000000,0.000000,0.001851,0.003654,0.003216,0.000000,0.000000,0.000000,-0.000058,-0.000113,0.027051,-0.002712,0.001330,0.000038,-0.001579,-0.003082,0.062129,0.027051,0.062225
