metric,value
duration_s,9.982000000000001
n_state_samples,999
n_ctrl_samples,500
trajectory_type,lissajous_3d
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.09002044516296472
max_err_x,0.22526599999999997
rmse_y,0.19950657865466864
max_err_y,0.46506000000000003
rmse_z,0.036971478825556174
max_err_z,0.07938400000000012
rmse_3d,0.22197622782716706
max_err_3d,0.5062796529567428
rmse_vx,0.12151662563531294
rmse_vy,0.30911053801950966
rmse_vz,0.056403453064183616
rmse_vel_3d,0.33689310550687596
settling_time_s,9.982000000000001
ss_err_x,0.09280056
ss_err_y,0.24017401500000002
ss_err_z,0.026478924999999997
ss_err_3d,0.2722612580717982
mean_thrust,15.231139958
max_thrust,23.26901
min_thrust,7.037394
thrust_dev,3.2093135979999996
rms_tau_phi,0.12707260127381512
max_tau_phi,0.667718
rms_tau_theta,0.16726854605098354
max_tau_theta,0.565906
rms_tau_psi,0.003629567419679651
max_tau_psi,0.014447
mean_motor_util,44.063116379700006
max_motor_util,59.3953572
mean_util_r0,44.0617424244
mean_util_r1,44.10786290106666
mean_util_r2,44.0185057208
mean_util_r3,44.06435447253333
sat_events,0
sat_pct,0.0
ctrl_energy,2467.8578275234054
max_phi_deg,22.8686936601746
max_theta_deg,6.55950731755523
pct_within_linear,83.18318318318319
linearization_valid,False
ss_offset_x,0.00627936
ss_offset_y,-0.24004312500000002
ss_offset_z,0.025218194999999995
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,2.052737124
cost_state_max,6.746621
cost_input_mean,0.19082115799999996
cost_input_max,0.848674
cost_total_mean,2.243558282
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,4.085029146618066
ui_thrust_rms,1.565453710044049
ud_tau_phi_rms,0.41080551067404636
ui_tau_phi_rms,0.3574312749890642
ud_tau_theta_rms,0.26587786808330627
ui_tau_theta_rms,0.16997797777099832
ud_tau_psi_rms,0.003629567419679651
ui_tau_psi_rms,0.0
int_err_mag_final,0.5139544876591701
int_err_mag_max,0.681039
