metric,value
duration_s,10.001
n_state_samples,999
n_ctrl_samples,501
trajectory_type,circle_2d
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.05584762461747513
max_err_x,0.11747200000000002
rmse_y,0.05335720231525366
max_err_y,0.112079
rmse_z,0.026197574726480873
max_err_z,0.04451399999999994
rmse_3d,0.08156139488676535
max_err_3d,0.14327010231377657
rmse_vx,0.07673320796368675
rmse_vy,0.06695671430070285
rmse_vz,0.0400430609297994
rmse_vel_3d,0.10942866865210402
settling_time_s,9.860000000000001
ss_err_x,0.059636005
ss_err_y,0.08425450999999999
ss_err_z,0.023189845
ss_err_3d,0.111695804346905
mean_thrust,14.910732624750498
max_thrust,16.457626
min_thrust,13.318856
thrust_dev,0.7043130958083832
rms_tau_phi,0.07650386987536112
max_tau_phi,0.19811
rms_tau_theta,0.04034256860751798
max_tau_theta,0.191492
rms_tau_psi,0.0006999500253047725
max_tau_psi,0.002646
mean_motor_util,44.001812671689954
max_motor_util,48.51687953333334
mean_util_r0,43.98007282142382
mean_util_r1,44.02483458868929
mean_util_r2,44.00921354916834
mean_util_r3,43.993129727478376
sat_events,0
sat_pct,0.0
ctrl_energy,2227.5850299257027
max_phi_deg,0.9345514596378857
max_theta_deg,4.828315339567447
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.020288815
ss_offset_y,-0.08425450999999999
ss_offset_z,0.023189845
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,501
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.2170022315369262
cost_state_max,0.560468
cost_input_mean,0.02927194411177645
cost_input_max,0.086609
cost_total_mean,0.2462741756487026
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.5977828444728317
ui_thrust_rms,1.584968741923494
ud_tau_phi_rms,0.15848947527927337
ui_tau_phi_rms,0.09139600633914215
ud_tau_theta_rms,0.11094639259486706
ui_tau_theta_rms,0.10201745525726304
ud_tau_psi_rms,0.0006999500253047725
ui_tau_psi_rms,0.0
int_err_mag_final,0.41965984107727056
int_err_mag_max,0.6586730000129047
