t,t_rel,thrust,tau_phi,tau_theta,tau_psi,w0,w1,w2,w3,ud_T,ud_phi,ud_theta,ud_psi,ui_T,ui_phi,ui_theta,ui_psi,ut_T,ut_phi,ut_theta,ut_psi,torque_scale,cost_state,cost_input,solve_ok,int_err_x,int_err_y,int_err_z
8.071000,0.011000,14.937479,0.000000,-0.000000,-0.000000,660.939495,660.939389,660.939544,660.939336,-1.753541,-0.000008,-0.000003,-0.000000,1.976020,0.000008,0.000002,0.000000,14.937479,0.000000,-0.000000,-0.000000,1.000000,0.029456,0.030749,1.000000,0.000001,-0.000004,0.658673
8.086000,0.026000,14.944486,0.000000,0.060629,-0.000000,650.697147,671.330730,650.697146,671.330727,-1.745004,-0.000008,0.060627,-0.000000,1.974490,0.000008,0.000002,0.000000,14.944486,0.000000,0.060629,-0.000000,1.000000,0.029457,0.030818,1.000000,0.000001,-0.000004,0.658163
8.105000,0.045000,14.952881,0.000000,0.040410,-0.000000,654.370484,668.118282,654.370519,668.118242,-1.735081,-0.000008,0.040408,-0.000000,1.972962,0.000008,0.000002,0.000000,14.952881,0.000000,0.040410,-0.000000,1.000000,0.029245,0.030268,1.000000,0.000001,-0.000004,0.657654
8.125000,0.065000,14.951583,0.000007,0.035149,-0.000000,655.244530,667.204198,655.246096,667.202651,-1.734845,-0.000001,0.035146,-0.000000,1.971428,0.000008,0.000002,0.000000,14.951583,0.000007,0.035149,-0.000000,1.000000,0.029479,0.030220,1.000000,0.000001,-0.000004,0.657143
8.145000,0.085000,14.934542,0.000069,0.015295,-0.000000,658.258732,663.479904,658.273379,663.465313,-1.750335,0.000061,0.015293,-0.000000,1.969877,0.000008,0.000003,0.000000,14.934542,0.000069,0.015295,-0.000000,1.000000,0.030485,0.030660,1.000000,0.000001,-0.000004,0.656626
8.163000,0.103000,14.932060,0.000167,-0.001657,-0.000000,661.084046,660.555169,661.119054,660.519636,-1.751257,0.000160,-0.001661,-0.000000,1.968317,0.000008,0.000004,0.000000,14.932060,0.000167,-0.001657,-0.000000,1.000000,0.031112,0.030669,1.000000,0.000002,-0.000004,0.656106
8.182000,0.122000,14.947367,0.000265,-0.009605,-0.000001,662.762906,659.550548,662.817566,659.493550,-1.734391,0.000257,-0.009611,-0.000001,1.966758,0.000008,0.000006,0.000000,14.947367,0.000265,-0.009605,-0.000001,1.000000,0.031001,0.030090,1.000000,0.000003,-0.000004,0.655586
8.202000,0.142000,14.897727,0.000293,-0.016364,-0.000003,662.812443,657.297018,662.871910,657.232693,-1.782426,0.000285,-0.016374,-0.000003,1.965154,0.000008,0.000010,0.000000,14.897727,0.000293,-0.016364,-0.000003,1.000000,0.032957,0.031797,1.000000,0.000005,-0.000004,0.655051
8.222000,0.162000,14.946688,0.000669,-0.018069,-0.000007,664.142477,658.135665,664.277608,657.988229,-1.731883,0.000662,-0.018084,-0.000007,1.963571,0.000007,0.000015,0.000000,14.946688,0.000669,-0.018069,-0.000007,1.000000,0.031567,0.030027,1.000000,0.000007,-0.000004,0.654524
8.245000,0.185000,14.956156,0.000793,-0.002934,-0.000010,661.771354,660.940460,661.931385,660.766053,-1.720822,0.000785,-0.002960,-0.000010,1.961978,0.000007,0.000026,0.000000,14.956156,0.000793,-0.002934,-0.000010,1.000000,0.031536,0.029613,1.000000,0.000013,-0.000004,0.653993
8.262000,0.202000,14.942763,0.000926,-0.015242,-0.000012,663.551937,658.560520,663.737430,658.355098,-1.732609,0.000918,-0.015277,-0.000012,1.960372,0.000007,0.000036,0.000000,14.942763,0.000926,-0.015242,-0.000012,1.000000,0.031986,0.030043,1.000000,0.000018,-0.000004,0.653457
8.284000,0.224000,14.925305,0.000729,-0.005222,-0.000010,661.485281,659.861375,661.631580,659.699558,-1.748438,0.000722,-0.005269,-0.000010,1.958743,0.000007,0.000048,0.000000,14.925305,0.000729,-0.005222,-0.000010,1.000000,0.032570,0.030573,1.000000,0.000024,-0.000004,0.652914
8.306000,0.246000,14.966905,0.001549,0.003295,-0.000009,660.869799,662.316471,661.189695,661.983531,-1.705221,0.001542,0.003232,-0.000009,1.957126,0.000007,0.000063,0.000000,14.966905,0.001549,0.003295,-0.000009,1.000000,0.031386,0.029079,1.000000,0.000031,-0.000004,0.652375
8.331000,0.271000,14.983907,0.001666,0.003957,-0.000007,660.445435,663.040172,660.890198,662.607748,-1.686601,0.001659,0.003876,-0.000007,1.955508,0.000007,0.000081,0.000000,14.983907,0.001666,0.003957,-0.000007,1.000000,0.031117,0.028448,1.000000,0.000040,-0.000004,0.651836
8.343000,0.283000,14.973995,0.002085,0.006343,0.000007,660.445435,663.040172,660.890198,662.607748,-1.694878,0.002078,0.006240,0.000007,1.953872,0.000007,0.000103,0.000000,14.973995,0.002085,0.006343,0.000007,1.000000,0.031752,0.028730,1.000000,0.000052,-0.000004,0.651291
8.363000,0.303000,14.956588,0.001304,0.002363,0.000014,660.817735,661.895462,661.102496,661.632021,-1.710624,0.001297,0.002234,0.000014,1.952212,0.000007,0.000129,0.000000,14.956588,0.001304,0.002363,0.000014,1.000000,0.032778,0.029263,1.000000,0.000065,-0.000004,0.650737
8.384000,0.324000,14.950327,0.002800,-0.006828,0.000032,662.078512,660.344044,662.689659,659.777908,-1.715203,0.002793,-0.006982,0.000032,1.950530,0.000008,0.000154,0.000000,14.950327,0.002800,-0.006828,0.000032,1.000000,0.033457,0.029425,1.000000,0.000077,-0.000004,0.650177
8.402000,0.342000,15.008756,0.003206,0.002378,0.000035,661.761206,663.241371,662.459885,662.594547,-1.655117,0.003198,0.002188,0.000035,1.948873,0.000008,0.000190,0.000000,15.008756,0.003206,0.002378,0.000035,1.000000,0.031941,0.027396,1.000000,0.000095,-0.000004,0.649624
8.432000,0.372000,15.026724,0.002424,0.008770,0.000015,663.146279,661.284229,663.877712,660.540762,-1.635477,0.002416,0.008522,0.000015,1.947201,0.000008,0.000248,0.000000,15.026724,0.002424,0.008770,0.000015,1.000000,0.032489,0.026756,1.000000,0.000124,-0.000004,0.649067
8.443000,0.383000,14.995129,0.003506,-0.007652,-0.000006,663.146279,661.284229,663.877712,660.540762,-1.665385,0.003497,-0.007946,-0.000006,1.945514,0.000009,0.000294,0.000000,14.995129,0.003506,-0.007652,-0.000006,1.000000,0.033391,0.027743,1.000000,0.000147,-0.000004,0.648505
8.464000,0.404000,15.006017,0.004084,-0.008092,-0.000019,663.404838,661.516125,664.247932,660.640836,-1.652805,0.004074,-0.008439,-0.000019,1.943821,0.000010,0.000347,0.000000,15.006017,0.004084,-0.008092,-0.000019,1.000000,0.033478,0.027326,1.000000,0.000173,-0.000005,0.647940
8.482000,0.422000,15.054223,0.006430,-0.009780,-0.000054,664.518455,662.554205,665.826865,661.159592,-1.602924,0.006419,-0.010184,-0.000054,1.942147,0.000011,0.000404,0.000000,15.054223,0.006430,-0.009780,-0.000054,1.000000,0.032371,0.025708,1.000000,0.000202,-0.000005,0.647382
