metric,value
duration_s,9.989999999999998
n_state_samples,998
n_ctrl_samples,499
trajectory_type,straight_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.04413036421820086
max_err_x,0.104212
rmse_y,0.056467181921566856
max_err_y,0.107121
rmse_z,0.047592212449229815
max_err_z,0.06763199999999991
rmse_3d,0.08602935758220571
max_err_3d,0.146715337824646
rmse_vx,0.03804637476748469
rmse_vy,0.10331114064371863
rmse_vz,0.007436581890723376
rmse_vel_3d,0.11034500969355861
settling_time_s,
ss_err_x,0.03041722000000001
ss_err_y,0.01781249
ss_err_z,0.02628042999999999
ss_err_3d,0.0450100979811719
mean_thrust,14.721115218436873
max_thrust,14.793272
min_thrust,14.601856
thrust_dev,0.031487442885771585
rms_tau_phi,0.13238776310873246
max_tau_phi,0.23718
rms_tau_theta,0.6675143083655372
max_tau_theta,1.032188
rms_tau_psi,0.014415829274493462
max_tau_psi,0.025843
mean_motor_util,43.029919655577814
max_motor_util,55.77413973333333
mean_util_r0,34.78718337902471
mean_util_r1,51.6384035243821
mean_util_r2,36.17609793640615
mean_util_r3,49.51799378249833
sat_events,0
sat_pct,0.0
ctrl_energy,2163.930483513294
max_phi_deg,2.1489928021971787
max_theta_deg,3.739294458362292
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.03041722000000001
ss_offset_y,0.0177889
ss_offset_z,0.02628042999999999
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,499
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.24314342685370738
cost_state_max,0.544737
cost_input_mean,0.060619709418837674
cost_input_max,0.118941
cost_total_mean,0.3037631362725451
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.0459371390401504
ui_thrust_rms,1.054898373086376
ud_tau_phi_rms,0.4952818227472877
ui_tau_phi_rms,0.38407375364668767
ud_tau_theta_rms,0.5012850537884781
ui_tau_theta_rms,1.1263787716165192
ud_tau_psi_rms,0.014415829274493462
ui_tau_psi_rms,0.0
int_err_mag_final,0.6915978409719048
int_err_mag_max,0.7795556630478674
