timestamp,x,y,theta
1770972829321744675,0.00035532721430217855,0.0014664946158575106,-0.000605472059613461
1770972829520919110,0.0003641193752990244,0.0012337468681694256,-0.0006667157573128703
1770972829720329158,0.0016639864648999524,-0.0013362461715414426,0.0014099445498009532
1770972829920401453,0.0017600450911701706,0.0012669981134682132,0.0006578293108672219
1770972830120728685,-0.0007046901064958996,-0.001282257918785932,0.0020931341505386215
1770972830320891478,-0.0013592271238730684,-0.0005618936498511452,0.001022333902013613
1770972830520702943,-0.0014870756720920257,0.0005594016705625578,0.0010756429911435916
1770972830720335767,-0.0031272465344057664,-0.0009669363999310602,0.002202259937738236
1770972830921211236,-0.0007735692915064531,-0.0020241748560673144,0.0030502791435539213
1770972831120385191,-0.0009330990032872226,-0.0019919317524249563,0.0019349487568229794
1770972831321022574,-0.0016794737445667463,-0.002299660239838147,0.0013449513669418448
1770972831520831554,0.0003351286764117123,5.554965367042877e-05,0.0015394407829433213
1770972831720750190,-0.003312061915942045,-0.0007564940608286538,0.0023707073536834494
1770972831920879578,-0.0010948039075995121,-0.0006623291794242601,0.0019155853984447282
1770972832120426373,-0.0010732358093859002,-0.0022912555577284466,0.001738001025997127
1770972832320513559,-0.0012368414190232215,-0.0003013027425295177,0.0007725234507916318
1770972832521133279,0.000985034420529159,-0.0005045451139999756,0.0007388691574063889
1770972832720723351,-0.002032541035128969,-0.0004025951253089704,-0.0005532281505468811
1770972832921917927,-0.0001773933077405354,-0.001378328390099903,-0.0006036639892525487
1770972833120622764,-0.02330069401158824,-0.002106814311791783,0.005971492789566394
1770972833320924291,0.0074558572429135085,-0.0019665330067849904,0.00625513128232824
1770972833520934578,0.0034562405955212176,-0.0014234847265642283,0.0034883206453458957
1770972833720739502,0.006751836290108164,-0.001994722347834531,0.003912746257941684
1770972833920783244,0.006488516013000828,-0.0036492013015692088,0.005292641706548996
1770972834120709494,0.011255489440424617,-0.003448978488181297,0.005563421301084571
1770972834320870647,0.023410615290722775,-0.0013474513772890966,0.002614918780002469
1770972834520778063,0.02544541662547252,0.00284202684116447,0.0035100034797749015
1770972834720750837,0.024357221582210677,0.005304338236431462,0.0017675819127288966
1770972834921516264,0.03101980808043777,0.005289950808761998,0.0010876320994323049
1770972835120794406,0.03411085488089781,0.006523944011645855,0.0003493322127351391
1770972835320592358,0.04197660807406045,0.0028632315375008775,-0.00012367470458862274
1770972835520483644,0.051495490625777525,0.002604759760638756,-0.0015578822512035623
1770972835720525384,0.06045834771706697,0.0027945499716779294,-0.0013168460744233217
1770972835920567384,0.08215369945267394,0.005835252120162405,-0.008572672133638336
1770972836120476814,0.11336555869359055,0.006247891815667057,-0.008019010065302673
1770972836320752463,0.09843300206339092,-0.0012694329005553144,0.002332491098507753
1770972836520608791,0.1273049704223993,0.006289584128628355,-0.007702996307610347
1770972836720631394,0.18294866929358566,0.0054931618787430955,-0.016064489170968622
1770972836920916201,0.19472707053105986,0.0024214759985784306,-0.008282033515754489
1770972837120864979,0.22562890339709527,0.009822681405995794,-0.010834117617088244
1770972837320892934,0.2655341604510512,0.008630142162179668,-0.009907398515699732
1770972837520417493,0.2605475152599369,0.012754173057528788,-0.013701420260597194
1770972837720592796,0.27507271781817844,0.009785704438413756,-0.018536257116288986
1770972837920409217,0.3191383928824964,0.0016678625973141105,-0.005942293105858984
1770972838120767428,0.3198714875241693,0.01245684350512454,-0.0062680380035737265
1770972838321370319,0.3280607442418055,0.008246093358470966,-0.0030620736917197893
1770972838520646053,0.3519347834467349,0.0037521671746502663,-0.005680440915993352
1770972838720842268,0.37328642381055177,0.008348727432750877,-0.011003939974423074
1770972838921549294,0.38664638077889657,0.009238908782023764,-0.014423247252046552
1770972839121220540,0.39919788455993055,0.014426819655483583,-0.007845014188390734
1770972839320720734,0.41560372028332593,0.01592678099134263,-0.0020676163707679532
1770972839520405168,0.4259937678728745,0.019298612000404444,-0.0038087726629082793
1770972839720903166,0.4618341318105432,0.014702359200288617,-0.0020756108033683223
1770972839920529096,0.4957985582898507,0.011751031328978605,0.0019824375046718925
1770972840121276069,0.5031937178214793,0.010218410518215669,0.0015586127469141642
1770972840320905888,0.5165575518134827,0.010332284808913784,0.0038535426406286137
1770972840520909389,0.5541337768263942,0.015561393693547535,0.006417048360638794
1770972840721018045,0.5930870629460125,0.01340280935046608,0.005344748298103327
1770972840921849687,0.5890504307299899,0.013094795595652993,-0.000297360950360581
1770972841120560815,0.6816463863694381,0.00668761573465785,0.0066798322636020925
1770972841320809407,0.6638343460741517,0.007737403570517704,0.014466705197012753
1770972841520932603,0.6661187777292795,0.006821110727760669,0.012236058456546265
1770972841720623011,0.6839622824030815,0.012303827539355073,0.0023694810714727423
1770972841920952351,0.7120874375941665,0.010985263665023486,0.004815576236932335
1770972842120618491,0.7358581849709351,0.01031788695477725,0.004451412499247907
1770972842321165628,0.7605633447510373,0.016736760125235922,-0.0015874867327620888
1770972842520939751,0.7726672420187225,0.014927573990617617,0.0040338225356620905
1770972842720693385,0.7849245249713476,0.014286781134997338,0.00022586042592986173
1770972842921136989,0.797474108735765,0.01430973215976466,-0.006524516357711221
1770972843120397226,0.8050770759406186,0.01674736319531337,-0.0020347056438171666
1770972843320901149,0.8472249596340489,0.017492128560047844,0.00204527614477116
1770972843520435685,0.8531981768271027,0.020103055993454636,0.0031885181421736734
1770972843721360813,0.8525467575387788,0.0178480389967271,-0.0009744596038901623
1770972843921670356,0.9404697057697498,0.0190313516327074,0.004619506521974762
1770972844121023296,0.9835133619934461,0.009190042767843805,0.014518282604405908
1770972844320824034,0.9506718678799961,0.010143335732390867,0.021693741574468992
1770972844520953716,0.9487654890573829,0.018519987386640027,0.014434684957655876
1770972844721137905,0.9829667929622912,0.020388586052406402,0.009270240267972678
1770972844921501806,1.01540165771504,0.018809780800520398,0.0012593440714477582
1770972845120584327,1.0451482569091912,0.015238491119691631,-0.004699509208717376
1770972845320793146,1.072926101576337,0.009480109187671412,0.006049805219621701
1770972845521328483,1.0637532591925196,0.01057614809852346,0.003416313064781751
1770972845720789438,1.064433043549023,0.006129588372549051,0.0020824250228503255
1770972845920441837,1.1001114200534636,0.008195354801647726,-0.0002962843092773112
1770972846120974969,1.1249333174740204,0.006801997453188255,0.002051346539000292
1770972846321048284,1.1380546933072766,0.0011662053269073875,0.0018242798018562184
1770972846520725182,1.1548419738276134,0.007239903099608202,0.007851253780197293
1770972846720982788,1.2025295139588354,0.003361798747522989,0.024618183365054155
1770972846921328786,1.2101556053287117,0.006691416148784062,0.016740577904429864
1770972847120694875,1.231264519622746,0.0008288067946288884,0.0023039233174004456
1770972847320832056,1.2247917040800047,0.009981914162832077,0.007102027103517911
1770972847520996921,1.2388289413304392,0.010568144690411108,0.013475922966387388
1770972847721035559,1.2601092143346928,0.011683379061655029,0.018975033584252017
