timestamp,x,y,theta,v,omega
1770972829170940905,0.0,0.0,0.0,0.0,0.0
1770972829220603603,0.0,0.0,0.0,0.0,0.0
1770972829270710611,0.0,0.0,0.0,0.0,0.0
1770972829320948054,0.0,0.0,0.0,0.0,0.0
1770972829370322587,0.0,0.0,0.0,0.0,0.0
1770972829420119698,0.0,0.0,0.0,0.0,0.0
1770972829470082263,0.0,0.0,0.0,0.0,0.0
1770972829520322902,0.0,0.0,0.0,0.0,0.0
1770972829570767822,0.0,0.0,0.0,0.0,0.0
1770972829620260537,0.0,0.0,0.0,0.0,0.0
1770972829670306275,0.0,0.0,0.0,0.0,0.0
1770972829720102674,0.0,0.0,0.0,0.0,0.0
1770972829770750862,0.0,0.0,0.0,0.0,0.0
1770972829820743476,0.0,0.0,0.0,0.0,0.0
1770972829870302891,0.0,0.0,0.0,0.0,0.0
1770972829920165250,0.0,0.0,0.0,0.0,0.0
1770972829970599138,0.0,0.0,0.0,0.0,0.0
1770972830020702958,0.0,0.0,0.0,0.0,0.0
1770972830070799200,0.0,0.0,0.0,0.0,0.0
1770972830120283383,0.0,0.0,0.0,0.0,0.0
1770972830170206466,0.0,0.0,0.0,0.0,0.0
1770972830220229264,0.0,0.0,0.0,0.0,0.0
1770972830270725550,0.0,0.0,0.0,0.0,0.0
1770972830320760361,0.0,0.0,0.0,0.0,0.0
1770972830370323639,0.0,0.0,0.0,0.0,0.0
1770972830420397137,0.0,0.0,0.0,0.0,0.0
1770972830470698651,0.0,0.0,0.0,0.0,0.0
1770972830520245537,0.0,0.0,0.0,0.0,0.0
1770972830571137798,0.0,0.0,0.0,0.0,0.0
1770972830620796844,0.0,0.0,0.0,0.0,0.0
1770972830670270686,0.0,0.0,0.0,0.0,0.0
1770972830720171636,0.0,0.0,0.0,0.0,0.0
1770972830770692159,2.531068607774887e-05,-4.0039427862126336e-09,-0.0003163835812501182,0.0005009981092240366,-0.006262476365300458
1770972830820785776,2.531068607774887e-05,-4.0039427862126336e-09,-0.0003163835812501182,0.0,0.0
1770972830870233087,3.3881317890172014e-21,0.0,-5.421010862427522e-20,-0.0005118718488050735,0.006398398110063419
1770972830920279281,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972830970226952,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831020231773,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831070783542,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831120130492,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831170211639,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831220229463,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831270751995,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831320705563,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831370265029,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831420682084,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831470247191,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831520309642,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831570864538,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831620132202,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831670707297,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831720243307,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831770302281,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831820716401,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831870273261,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831920320062,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972831970217309,3.3881317890172014e-21,0.0,-5.421010862427522e-20,0.0,0.0
1770972832020107841,2.531068607774887e-05,-4.0039427862126336e-09,-0.0003163835812501182,0.0005073244458489529,-0.006341555573111911
1770972832070727800,1.0164395367051604e-20,-8.271806125530277e-25,-5.421010862427522e-20,-0.0005000139668230361,0.0062501745852879525
1770972832120140042,1.0164395367051604e-20,-8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1770972832170323616,2.5310686077748876e-05,-4.003942786212634e-09,-0.0003163835812501182,0.000504361975095864,-0.0063045246886983
1770972832220636442,5.0621369621919615e-05,-1.6015770745170246e-08,-0.0006327671625000531,0.0005030662857219509,-0.006288328571524386
1770972832270576369,0.00010124271897533294,-6.406307655915099e-08,-0.0012655343250001063,0.001013645314299403,-0.01267056642874254
1770972832320294981,0.0002531065542163064,-3.5234676717178614e-07,-0.0025310686499999606,0.0030544722165612532,-0.02545393513800937
1770972832370273022,0.000734007856736959,-1.6456187337385425e-06,-0.0028474522312500333,0.009622286785910783,-0.006330451832837398
1770972832420694472,0.0011895987468044764,-2.7987530153204297e-06,-0.0022146850687500717,0.009035685348200054,0.01254956298361038
1770972832470299352,0.001695811556276677,-3.759698698790649e-06,-0.0015819179062500415,0.010204917943557098,0.012756147429447064
1770972832520992413,0.002353888867316762,-4.592518569012898e-06,-0.0009491507437499885,0.01298161594542489,0.01248232302444812
1770972832570258900,0.0026829275887094474,-4.956877289585407e-06,-0.0012655343250000837,0.00667875760047611,-0.006421882308151895
1770972832620594090,0.0030119663101021237,-5.321236010157986e-06,-0.0009491507437500573,0.006536956044071718,0.006285534657761826
1770972832670284238,0.0036194225124772782,-5.897803689578761e-06,-0.0009491507437500573,0.012224887637686168,9.136814398868462e-16
1770972832720625189,0.004075014770668308,-6.186087548523409e-06,-0.0003163835812500734,0.009050134094606265,0.012569630686952733
1770972832770718125,0.004682471114923015,-6.570466027116216e-06,-0.0009491507437501495,0.012126589585405918,-0.01263186415146591
1770972832820174053,0.004960888494562971,-6.8787695599084415e-06,-0.0012655343250001303,0.0056296092856653645,-0.00639728327916485
1770972832870278341,0.005315237821803887,-7.327211035977086e-06,-0.0012655343250001303,0.007072241222148354,1.8325451802122437e-15
1770972832920213448,0.005745519226702007,-7.803680132110533e-06,-0.00094915074375015,0.008616816831893503,0.006335894729333021
1770972832970232469,0.006175800832596132,-8.007881200567896e-06,-7.003946034256359e-17,0.008602360899866317,0.01897579610264823
1770972833020217893,0.006682014528815297,-7.847723493116152e-06,0.0006327671624997767,0.010127226889182961,0.012659033611475351
1770972833070746177,0.007390713608935745,-7.399281927270986e-06,0.0006327671624997767,0.014025792405695015,0.0
1770972833120144327,0.007795684511861717,-7.14302960393089e-06,0.0006327671624997767,0.00819810021225497,-4.663999798639619e-16
1770972833170886981,0.008150034099215112,-7.030919208714675e-06,-7.036472099430924e-17,0.006983269164438809,-0.012470123507923868
1770972833220623494,0.00873217980130718,-6.7546471749193635e-06,0.0009491507437498489,0.011704595967554191,0.019083580381879992
1770972833270161618,0.009213082547958013,-6.2221228910055974e-06,0.0012655343249998758,0.00970773627802289,0.0063866686039630175
1770972833320747795,0.00976991720505089,-5.517429142897855e-06,0.0012655343249998758,0.011007653395116236,-4.554464783001287e-16
1770972833370228427,0.010832965541472485,-4.5084357208043026e-06,0.0006327671624998465,0.02148414015811284,-0.01278817866554391
1770972833420277372,0.011566975217306912,-3.92786407501465e-06,0.0009491507437498273,0.014665841777484007,0.006321483524777212
1770972833470164871,0.012452848697979508,-2.9468982888577016e-06,0.0012655343249998534,0.017757435134200673,0.006341941119357901
1770972833520340484,0.013667760677091231,-1.4093846566226667e-06,0.0012655343249998534,0.02421321593021678,1.8096825632336767e-15
1770972833570754955,0.014477701996499058,-3.8437556846596275e-07,0.0012655343249998534,0.016065664320865446,-9.139953552350858e-16
1770972833620253542,0.015363575122472852,8.768659882833362e-07,0.0015819179062498342,0.01789695587674043,0.006391769955978356
1770972833670343748,0.01652786524467412,2.7186789170205985e-06,0.0015819179062498342,0.02324389680090353,9.19912214588096e-16
1770972833720643885,0.01741373792727449,4.260196118151743e-06,0.0018983014874998604,0.017611761723432304,0.006289914901226336
1770972833770318677,0.018274299717734067,5.8938038073287125e-06,0.0018983014874998604,0.017323944527034937,0.0
1770972833820249500,0.019489209669996118,8.584451137441965e-06,0.002531068649999685,0.024331923229064547,0.012672876681800832
1770972833870272004,0.020400391465332478,1.0890719738959748e-05,0.002531068649999685,0.018215495849627915,1.8287680741344822e-15
1770972833920305538,0.02121033143350717,1.2684484625701381e-05,0.0018983014874996782,0.016187982403961278,-0.012646861253094914
1770972833970260529,0.022450551533887458,1.56273797258603e-05,0.002847452231249712,0.024826821378068065,0.019000118401583412
1770972834020228123,0.023336421556248797,1.8289997680378694e-05,0.003163835812499738,0.017728971050717413,0.006331775375256735
1770972834070178991,0.02424760170983824,2.1172831700869226e-05,0.003163835812499738,0.01824161922471511,-2.7538690745894217e-15
1770972834120093658,0.02551312834970337,2.557715983795498e-05,0.0037966029749998366,0.02535395708439751,0.0126769785422008
1770972834170743956,0.026398995445804853,2.9080600657673457e-05,0.004112986556249863,0.01749000622859121,0.006246430795925942
1770972834220649496,0.02723424156498625,3.238384485912278e-05,0.003796602974999882,0.016736672010762742,-0.006339648488924893
1770972834270771920,0.028499768204851384,3.6788172996209494e-05,0.0031638358124999205,0.025248865158636304,-0.012624432579317424
1770972834320396208,0.029461570376653895,3.952686613808659e-05,0.002531068649999913,0.019381760943350892,-0.012751158515362631
1770972834370260487,0.030398062386825686,4.204534312561277e-05,0.0028474522312498013,0.018780887225903917,0.006344894333073354
1770972834420256293,0.03214449343282171,4.6741962372621e-05,0.002531068649999912,0.03493167743910352,-0.006328202434618002
1770972834470316455,0.03333409139168857,4.994110881623391e-05,0.0028474522312499384,0.02376345217380633,0.006320067067502223
1770972834520214971,0.03467555171126432,5.397307314736412e-05,0.0031638358124997817,0.02688389339073751,0.006340540894038678
1770972834570740634,0.0364979120184432,5.9738741188345226e-05,0.0031638358124997817,0.03606819425605563,-8.851608659747237e-16
1770972834620132919,0.03778875231371766,6.321015529813138e-05,0.0022146850687498848,0.02613454735896489,-0.019216578940413405
1770972834670297155,0.03963642721879124,6.759446855263127e-05,0.0025310686499998665,0.036832617454793985,0.006306955043628721
1770972834720647455,0.040952579667075106,7.050933649358683e-05,0.0018983014874999508,0.026139977279181846,-0.012567296768835846
1770972834770776121,0.04216749107866882,7.24312282132763e-05,0.0012655343249999445,0.024235892333540312,-0.012622860590385674
1770972834820400891,0.04442014138796386,7.421298251520667e-05,0.0003163835812498674,0.045393683406492635,-0.019126551997119122
1770972834870250410,0.0461159573551724,7.44812466818829e-05,-1.5878140816050212e-16,0.03401870327976476,-0.006346772999956653
1770972834920337655,0.04915323953248732,7.544219292659317e-05,0.0006327671624998014,0.06063983714816013,0.01263329940586591
1770972834970216352,0.05145651188871018,7.580655170801497e-05,-0.0003163835812500048,0.04617747876413042,-0.019029180809390554
1770972835020324376,0.053962269559583595,7.46173807400786e-05,-0.0006327671625001218,0.050007119887625136,-0.0063140302888438984
1770972835070411887,0.0578094921104427,7.096578549821635e-05,-0.0012655343250001741,0.0768100524699663,-0.012633232314140192
1770972835120181285,0.0607708378363265,6.581271388373214e-05,-0.00221468506874998,0.0595014293823682,-0.019070970955883497
1770972835170282242,0.06373217980747183,5.878580085940175e-05,-0.002531068650000189,0.05910765976985258,-0.0063149209155866845
1770972835220428148,0.0686930541672953,4.465990991708321e-05,-0.0031638358124999677,0.09892920379183066,-0.012618520891810762
1770972835270881425,0.07203404449653927,3.303248363517418e-05,-0.003796602974999928,0.06621989326877636,-0.012541646452418943
1770972835320399942,0.07527378901924578,2.0732400843376325e-05,-0.003796602974999928,0.06542538162037477,-5.5831953526355335e-15
1770972835370316347,0.08061430849928211,1.3013092941050064e-06,-0.0034802193937497135,0.10698997356680592,0.006338268576236902
1770972835420367347,0.08415778315002063,-1.1030809695270998e-05,-0.0034802193937497135,0.07079770853729234,-3.682531204622001e-15
1770972835470322358,0.08792905461306984,-2.3559123682146924e-05,-0.003163835812499686,0.0754937735575715,0.006333370264897501
1770972835520329221,0.093598625310011,-3.970299904479208e-05,-0.002531068649999723,0.11337631348721103,0.012653606415982602
1770972835570439056,0.0975977009673206,-4.9824955684786986e-05,-0.002531068649999723,0.07980645849262921,0.0
1770972835620222932,0.10397598502691134,-5.991488586612821e-05,-0.0006327671624998341,0.12811965460463545,0.0381308495847107
1770972835670360110,0.10820286833257854,-6.325817775740307e-05,-0.0009491507437494903,0.08430639326170239,-0.006310358777066716
1770972835720369048,0.11220195633255836,-6.452342358277138e-05,0.00031638358125034077,0.07996747435428454,0.025306162770339796
1770972835770324961,0.11858024794723274,-6.0487449557547966e-05,0.0009491507437505801,0.12767843914693358,0.012666511820137075
1770972835820501446,0.12260464582508358,-5.730431536166997e-05,0.0006327671625002788,0.08020488389132922,-0.006305415400267701
1770972835870312135,0.12680621782141652,-5.331638897910991e-05,0.0012655343250003283,0.08435085005549656,0.012703441273419238
1770972835920455946,0.1330073321861247,-4.644962847600923e-05,0.0009491507437503956,0.12366667129668334,-0.006309524045747791
1770972835970316322,0.1370064197858015,-4.391913682527245e-05,0.000316383581250525,0.0802057422711774,-0.012690782004930543
1770972836020139484,0.14341002272247802,-4.08801443516538e-05,0.0006327671625002789,0.12852664157485663,0.006350130512586773
1770972836070475597,0.14748504195728293,-3.765697073192456e-05,0.0009491507437502115,0.08095620189226733,0.00628541940157224
1770972836120134684,0.15171192399363503,-3.2976362552260014e-05,0.0012655343250001442,0.0851180499049451,0.006371111519829849
1770972836170413234,0.15831801085572492,-2.775121791401333e-05,0.00031638358125033535,0.13138981089351204,-0.01887784639274221
1770972836220321640,0.16246896337247418,-2.775121791401333e-05,-0.00031638358124971974,0.08317141176578574,-0.0126785688667367
1770972836270392894,0.16689833299270496,-2.9853287806832542e-05,-0.0006327671624994735,0.08846133826606346,-0.006318667018999639
1770972836320391055,0.17332723835435596,-4.002329679913633e-05,-0.0025310686499994493,0.12858301670335429,-0.03796742619193485
1770972836370319189,0.17763003323694812,-5.363667876532646e-05,-0.0037966029749997385,0.08618020262884267,-0.02534711842025358
1770972836420478235,0.18390703824969196,-7.746808917443349e-05,-0.0037966029749997385,0.12514293537401008,0.0
1770972836470169426,0.1882351127138979,-9.869290065053096e-05,-0.006011288043749837,0.08710049617245043,-0.044568967339706105
1770972836520281490,0.19243661075996224,-0.00012394961984350754,-0.006011288043749837,0.08384356228073117,7.35608772061497e-15
1770972836570433162,0.19671404348985705,-0.00014898613123498253,-0.0056949044624999045,0.08529139404365221,0.00630853506239897
1770972836620320325,0.2027632149098373,-0.00018056508363459422,-0.0047457537187499165,0.12125873089836763,0.01902595150078965
1770972836670539710,0.20699006605956263,-0.00019728149958729273,-0.003163835812500058,0.08416838727714458,0.03150014493904811
1770972836720427014,0.21324178737285873,-0.00021211609226501297,-0.0015819179062500153,0.12531724635791053,0.03170982954400668
1770972836770161168,0.21744335789719163,-0.0002174333268210489,-0.0009491507437501445,0.08448065606987132,0.012722990371965929
1770972836820267702,0.22154368849453573,-0.0002174333268210489,0.000949150743749831,0.0818322658877185,0.0378853082813506
1770972836870325810,0.22771948786104274,-0.00020766371106853017,0.0022146850687499355,0.12337277122019855,0.02528130557791167
1770972836920341586,0.2317944968982598,-0.00019799419827436337,0.0025310686500000525,0.08147470363151015,0.0063256757477903975
1770972836970317333,0.23827401188731837,-0.00018159406599690112,0.0025310686500000525,0.12965360465747516,-3.688076324752799e-15
1770972837020374889,0.2425008772815509,-0.00016888957503614872,0.003480219393750219,0.08444049177111206,0.018961188271959716
1770972837070306595,0.24687960975567083,-0.0001571139946258975,0.001898301487500176,0.08769475580305645,-0.031681631431740846
1770972837120338097,0.2511571092802269,-0.00014967066871186206,0.0015819179062502434,0.08549625430993456,-0.006323687448958312
