metric,value
duration_s,9.998999999999999
n_state_samples,1000
n_ctrl_samples,501
trajectory_type,cone_helix
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.20643487281900558
max_err_x,0.5085299999999999
rmse_y,0.22280255545865044
max_err_y,0.49704899999999996
rmse_z,0.009356448525696047
max_err_z,0.024375999999999953
rmse_3d,0.3038813560646951
max_err_3d,0.5283830838984155
rmse_vx,0.28560277234861187
rmse_vy,0.27919880909083944
rmse_vz,0.03730130742901648
rmse_vel_3d,0.401138761660937
settling_time_s,
ss_err_x,0.2660457
ss_err_y,0.36411992499999996
ss_err_z,0.012989474999999978
ss_err_3d,0.482871913788907
mean_thrust,14.962217746506985
max_thrust,17.289939
min_thrust,14.785137
thrust_dev,0.2472177465069862
rms_tau_phi,0.11302092243853033
max_tau_phi,0.333402
rms_tau_theta,0.1313238640282617
max_tau_theta,0.368309
rms_tau_psi,0.0019611454217547107
max_tau_psi,0.007873
mean_motor_util,44.06585381101131
max_motor_util,48.80251673333333
mean_util_r0,44.14458107930805
mean_util_r1,44.03513370578842
mean_util_r2,43.95116310512308
mean_util_r3,44.132537353825676
sat_events,0
sat_pct,0.0
ctrl_energy,2237.2444902142197
max_phi_deg,7.985541973856336
max_theta_deg,8.831915228823588
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.013319290000000024
ss_offset_y,0.36411992499999996
ss_offset_z,0.012989474999999978
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,501
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,2.7046632614770463
cost_state_max,8.516978
cost_input_mean,0.042437828343313375
cost_input_max,0.077911
cost_total_mean,2.74710108982036
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.7111508041733143
ui_thrust_rms,1.9495236729554177
ud_tau_phi_rms,0.26518930237245697
ui_tau_phi_rms,0.3454879823296775
ud_tau_theta_rms,0.24747803446478417
ui_tau_theta_rms,0.3459367810765614
ud_tau_psi_rms,0.0019611454217547107
ui_tau_psi_rms,0.0
int_err_mag_final,0.7209455274415675
int_err_mag_max,0.7225766968917555
