metric,value
duration_s,9.980999999999998
n_state_samples,998
n_ctrl_samples,500
trajectory_type,cone_helix
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.03916422964259112
max_err_x,0.09408995392213376
rmse_y,0.03788997197051032
max_err_y,0.08075871516562254
rmse_z,0.02573027289362081
max_err_z,0.03441509924444608
rmse_3d,0.06026220874315734
max_err_3d,0.1189469990224927
rmse_vx,0.04737309931082422
rmse_vy,0.030051691638856196
rmse_vz,0.03776222579013349
rmse_vel_3d,0.06762618135970075
settling_time_s,
ss_err_x,0.051895968251132886
ss_err_y,0.04309863161657125
ss_err_z,0.02107629851386017
ss_err_3d,0.07781285356091265
mean_thrust,14.955374921092785
max_thrust,18.030454725093804
min_thrust,14.693472293779442
thrust_dev,0.2404610319176682
rms_tau_phi,0.11391589550174082
max_tau_phi,0.3463642109383426
rms_tau_theta,0.11948942412926611
max_tau_theta,0.3772160575746356
rms_tau_psi,0.00168194381110185
max_tau_psi,0.009837545463015771
mean_motor_util,44.05892494898876
max_motor_util,51.19417593078753
mean_util_r0,44.10240517979775
mean_util_r1,44.05808862615421
mean_util_r2,44.031395334424815
mean_util_r3,44.04381065557827
sat_events,0
sat_pct,0.0
ctrl_energy,2233.4540649615246
max_phi_deg,8.486701657676207
max_theta_deg,8.164068299018167
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.023949124929343372
ss_offset_y,0.029574040149551842
ss_offset_z,0.02107629851386017
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.18771371031590836
cost_state_max,0.5448090407022643
cost_input_mean,0.020180588132065126
cost_input_max,0.038852007237682847
cost_total_mean,0.2078942984479735
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.3555396420012806
ui_thrust_rms,1.5765796160871377
ud_tau_phi_rms,0.1104388496524215
ui_tau_phi_rms,0.06598797667819589
ud_tau_theta_rms,0.07653457238020839
ui_tau_theta_rms,0.06922831384391218
ud_tau_psi_rms,0.00168194381110185
ui_tau_psi_rms,0.0
int_err_mag_final,0.40007781388435176
int_err_mag_max,0.6584696343160972
