t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
8.570000,0.000000,0.000000,-0.000000,1.025276,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.057781,0.000000,0.000000,0.000000,0.000050,0.000001,1.003000,0.000000,0.000000,0.000000,0.005025,0.000095,0.150000,0.000000,0.000000,0.000000,-0.000050,-0.000001,0.022276,-0.000000,-0.000000,-0.000000,-0.005025,-0.000095,-0.092219,0.022276,0.092356
8.582000,0.012000,0.000000,-0.000000,1.025204,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.057316,0.000000,0.000000,0.000000,0.000050,0.000001,1.003000,0.000000,0.000000,0.000000,0.005025,0.000095,0.150000,0.000000,0.000000,0.000000,-0.000050,-0.000001,0.022204,-0.000000,-0.000000,-0.000000,-0.005025,-0.000095,-0.092684,0.022204,0.092820
8.590000,0.020000,0.000000,-0.000000,1.025778,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.079419,-0.013643,0.035430,0.000000,0.000050,0.000001,1.003000,0.000000,0.000000,0.000000,0.005025,0.000095,0.150000,0.000000,0.000000,0.000000,-0.000050,-0.000001,0.022778,-0.000000,-0.000000,-0.000000,-0.005025,-0.000095,-0.070581,0.022778,0.070760
8.600000,0.030000,0.000000,-0.000000,1.025770,0.000028,-0.000072,-0.000000,-0.000012,-0.000005,0.099182,-0.016485,0.042921,-0.000017,0.000201,0.000005,1.006000,0.000000,0.000000,0.000000,0.010045,0.000379,0.150000,0.000000,0.000000,0.000000,-0.000201,-0.000005,0.019770,0.000028,-0.000072,-0.000000,-0.010057,-0.000384,-0.050818,0.019771,0.051805
8.610000,0.040000,0.000000,-0.000000,1.026134,-0.000075,0.000201,-0.000001,-0.000014,-0.000005,0.116833,-0.020420,0.054905,-0.000036,0.000201,0.000005,1.006000,0.000000,0.000000,0.000000,0.010045,0.000379,0.150000,0.000000,0.000000,0.000000,-0.000201,-0.000005,0.020134,-0.000075,0.000201,-0.000001,-0.010058,-0.000384,-0.033167,0.020135,0.034661
8.620000,0.050000,0.000000,0.000000,1.026663,-0.000327,0.000896,-0.000002,0.000026,0.000009,0.134450,-0.034113,0.093719,-0.000112,0.000498,0.000020,1.009450,0.000000,0.000000,0.000000,0.015801,0.000939,0.150000,0.000000,0.000000,0.000000,-0.000498,-0.000020,0.017213,-0.000327,0.000896,-0.000002,-0.015774,-0.000930,-0.015550,0.017221,0.022170
8.630000,0.060000,0.000001,0.000000,1.027347,-0.000671,0.001841,-0.000003,0.000142,0.000052,0.145245,-0.038496,0.104452,-0.000070,0.000498,0.000020,1.009450,0.000000,0.000000,0.000000,0.015801,0.000939,0.150000,0.000000,0.000000,0.000000,-0.000497,-0.000019,0.017897,-0.000671,0.001841,-0.000003,-0.015659,-0.000887,-0.004755,0.017904,0.016389
8.640000,0.070000,0.000004,0.000001,1.028123,-0.001066,0.002942,-0.000006,0.000367,0.000134,0.155995,-0.043340,0.118306,-0.000089,0.000803,0.000040,1.012000,0.000000,0.000000,0.000000,0.020039,0.001514,0.150000,0.000000,0.000000,0.000000,-0.000799,-0.000039,0.016123,-0.001066,0.002942,-0.000006,-0.019672,-0.001380,0.005995,0.016143,0.020611
8.650000,0.080000,0.000015,0.000005,1.029169,-0.001606,0.004424,-0.000008,0.000795,0.000290,0.164027,-0.049448,0.138856,-0.000035,0.000803,0.000040,1.012000,0.000000,0.000000,0.000000,0.020039,0.001514,0.150000,0.000000,0.000000,0.000000,-0.000788,-0.000035,0.017169,-0.001606,0.004424,-0.000008,-0.019243,-0.001224,0.014027,0.017187,0.023844
8.663000,0.093000,0.000031,0.000011,1.030725,-0.002206,0.006092,-0.000010,0.001375,0.000500,0.173321,-0.056349,0.159814,0.000125,0.001253,0.000079,1.015000,0.000000,0.000000,0.000000,0.025001,0.002364,0.150000,0.000000,0.000000,0.000000,-0.001222,-0.000067,0.015725,-0.002206,0.006092,-0.000010,-0.023626,-0.001863,0.023321,0.015772,0.033249
8.670000,0.100000,0.000045,0.000016,1.032458,-0.002769,0.007690,-0.000013,0.002025,0.000736,0.181972,-0.052506,0.150621,0.000171,0.001253,0.000079,1.015000,0.000000,0.000000,0.000000,0.025001,0.002364,0.150000,0.000000,0.000000,0.000000,-0.001208,-0.000062,0.017458,-0.002769,0.007690,-0.000013,-0.022976,-0.001628,0.031972,0.017500,0.039404
8.682000,0.112000,0.000083,0.000030,1.033052,-0.003427,0.009562,-0.000014,0.002986,0.001082,0.184532,-0.053673,0.153230,0.000300,0.001833,0.000140,1.018150,0.000000,0.000000,0.000000,0.030177,0.003457,0.150000,0.000000,0.000000,0.000000,-0.001749,-0.000109,0.014902,-0.003427,0.009562,-0.000014,-0.027191,-0.002374,0.034532,0.015005,0.044017
8.690000,0.120000,0.000113,0.000041,1.034898,-0.003964,0.011095,-0.000016,0.003982,0.001440,0.190661,-0.047630,0.135812,0.000294,0.001833,0.000140,1.018150,0.000000,0.000000,0.000000,0.030177,0.003457,0.150000,0.000000,0.000000,0.000000,-0.001720,-0.000098,0.016748,-0.003964,0.011095,-0.000016,-0.026194,-0.002017,0.040661,0.016836,0.048410
8.700000,0.130000,0.000158,0.000058,1.035629,-0.004561,0.012893,-0.000017,0.005186,0.001869,0.193364,-0.049202,0.146314,0.000505,0.002485,0.000221,1.021150,0.000000,0.000000,0.000000,0.035067,0.004689,0.150000,0.000000,0.000000,0.000000,-0.002327,-0.000163,0.014479,-0.004561,0.012893,-0.000017,-0.029881,-0.002820,0.043364,0.014666,0.052738
8.710000,0.140000,0.000219,0.000079,1.036941,-0.005057,0.014366,-0.000019,0.006559,0.002356,0.196579,-0.044414,0.128923,0.000466,0.002485,0.000221,1.021150,0.000000,0.000000,0.000000,0.035067,0.004689,0.150000,0.000000,0.000000,0.000000,-0.002266,-0.000141,0.015791,-0.005057,0.014366,-0.000019,-0.028508,-0.002333,0.046579,0.015953,0.054660
8.721000,0.151000,0.000330,0.000119,1.038877,-0.005565,0.015908,-0.000019,0.008282,0.002962,0.201516,-0.042515,0.124458,0.000566,0.003195,0.000322,1.024000,0.000000,0.000000,0.000000,0.039672,0.006030,0.150000,0.000000,0.000000,0.000000,-0.002866,-0.000203,0.014877,-0.005565,0.015908,-0.000019,-0.031390,-0.003067,0.051516,0.015152,0.060404
8.731000,0.161000,0.000457,0.000165,1.041147,-0.005993,0.017158,-0.000020,0.010118,0.003606,0.206067,-0.039006,0.100467,0.000489,0.003195,0.000322,1.024000,0.000000,0.000000,0.000000,0.039672,0.006030,0.150000,0.000000,0.000000,0.000000,-0.002738,-0.000157,0.017147,-0.005993,0.017158,-0.000020,-0.029554,-0.002424,0.056067,0.017365,0.063426
