metric,value
duration_s,9.99
n_state_samples,1000
n_ctrl_samples,501
trajectory_type,step_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.18639771404205804
max_err_x,4.957808684397399
rmse_y,0.05395952717894293
max_err_y,0.10205380156679862
rmse_z,0.05286529786622258
max_err_z,0.19188192690550188
rmse_3d,0.20112304217061847
max_err_3d,4.961587044704521
rmse_vx,0.10145788887188056
rmse_vy,0.10292183389487251
rmse_vz,0.03681500048847193
rmse_vel_3d,0.14913735738435485
settling_time_s,
ss_err_x,0.07752285273739808
ss_err_y,0.020965064905935814
ss_err_z,0.04448772484584135
ss_err_3d,0.0970757429689518
mean_thrust,14.717411326424282
max_thrust,18.066631369944812
min_thrust,14.44366902273068
thrust_dev,0.08182299294339629
rms_tau_phi,0.1294335894408704
max_tau_phi,0.21806270608473827
rms_tau_theta,0.6540813123831691
max_tau_theta,2.3181211538748276
rms_tau_psi,0.013584282812952772
max_tau_psi,0.02839075237917825
mean_motor_util,43.046085883995836
max_motor_util,65.13574502993183
mean_util_r0,35.14322910012684
mean_util_r1,51.275212530424625
mean_util_r2,36.53839394119405
mean_util_r3,49.22750796423782
sat_events,0
sat_pct,0.0
ctrl_energy,2171.09702539836
max_phi_deg,2.088285141884847
max_theta_deg,6.416867122652618
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.027944765893424085
ss_offset_y,0.0209218831016792
ss_offset_z,0.04448772484584135
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,501
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.4671537665159932
cost_state_max,2.65495914102524
cost_input_mean,0.10266895480147323
cost_input_max,0.34244921343872203
cost_total_mean,0.5698227213174665
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.2325716981843786
ui_thrust_rms,1.2079339988540627
ud_tau_phi_rms,0.4821426227521684
ui_tau_phi_rms,0.3706971457087909
ud_tau_theta_rms,0.8013240340114216
ui_tau_theta_rms,1.3885950879336801
ud_tau_psi_rms,0.013584282812952772
ui_tau_psi_rms,0.0
int_err_mag_final,0.8396785735379819
int_err_mag_max,0.9057787985183496
