metric,value
duration_s,9.988000000000001
n_state_samples,998
n_ctrl_samples,501
trajectory_type,sine_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.09802478949991685
max_err_x,0.244846
rmse_y,0.07950861860285505
max_err_y,0.14785
rmse_z,0.04865970813298384
max_err_z,0.0850979999999999
rmse_3d,0.13527101309676234
max_err_3d,0.26422987727734343
rmse_vx,0.1085004691776286
rmse_vy,0.11956555561253361
rmse_vz,0.009469300502625209
rmse_vel_3d,0.1617341694037114
settling_time_s,9.908
ss_err_x,0.06509214500000002
ss_err_y,0.03411173
ss_err_z,0.020896549999999996
ss_err_3d,0.07810004483952214
mean_thrust,14.779020888223553
max_thrust,15.831055
min_thrust,13.782243
thrust_dev,0.3820962455089821
rms_tau_phi,0.1367482392385668
max_tau_phi,0.222352
rms_tau_theta,0.7078296510962634
max_tau_theta,2.677157
rms_tau_psi,0.016316375197598952
max_tau_psi,0.04599
mean_motor_util,43.017511673253495
max_motor_util,67.9516062
mean_util_r0,34.4629020417831
mean_util_r1,51.986877870791744
mean_util_r2,35.89679639614105
mean_util_r3,49.72347038429807
sat_events,0
sat_pct,0.0
ctrl_energy,2191.0878026283976
max_phi_deg,2.402469330763055
max_theta_deg,7.611858899872012
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.06509214500000002
ss_offset_y,0.03407641
ss_offset_z,0.020896549999999996
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,501
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.5471193113772455
cost_state_max,3.218967
cost_input_mean,0.07754551896207586
cost_input_max,0.412235
cost_total_mean,0.6246648303393214
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.0675568267500315
ui_thrust_rms,0.9819220617820558
ud_tau_phi_rms,0.543912502089345
ui_tau_phi_rms,0.4305866876304571
ud_tau_theta_rms,0.6044669667111776
ui_tau_theta_rms,1.207666439498558
ud_tau_psi_rms,0.016316375197598952
ui_tau_psi_rms,0.0
int_err_mag_final,0.7120147074815238
int_err_mag_max,0.8839202138128758
