t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
9.862000,0.000000,-0.115030,0.005814,1.055095,-0.023082,0.003250,0.002566,0.050363,0.181586,0.023387,0.004050,0.089526,-0.001690,0.010000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000045,0.000000,0.000000,0.000000,-0.125030,0.005814,0.055095,-0.023082,0.003250,0.002566,-0.449637,0.181586,0.023342,0.136754,0.485481
9.871000,0.009000,-0.114443,0.007154,1.055273,-0.023132,0.003353,0.002566,0.050966,0.182513,0.023277,0.005175,0.103094,-0.001499,0.010000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000045,0.000000,0.000000,0.000000,-0.124443,0.007154,0.055273,-0.023132,0.003353,0.002566,-0.449034,0.182513,0.023232,0.136354,0.485265
9.880000,0.018000,-0.113933,0.008979,1.055505,-0.023080,0.004383,0.002527,0.051289,0.184785,0.023333,0.006231,0.193672,-0.002551,0.010000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000045,0.000000,0.000000,0.000000,-0.123933,0.008979,0.055505,-0.023080,0.004383,0.002527,-0.448711,0.184785,0.023288,0.136091,0.485829
9.890000,0.028000,-0.113702,0.008819,1.055485,-0.022720,0.003544,0.002540,0.050584,0.180218,0.022849,0.002357,0.404589,-0.001391,0.010000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000045,0.000000,0.000000,0.000000,-0.123702,0.008819,0.055485,-0.022720,0.003544,0.002540,-0.449416,0.180218,0.022804,0.135862,0.484740
9.900000,0.038000,-0.113140,0.009553,1.055586,-0.022820,0.004629,0.002543,0.051135,0.179402,0.022735,0.004477,0.522321,0.000652,0.020000,0.000000,1.000002,0.000000,0.000000,0.000000,0.500000,0.000000,0.000178,0.000000,0.000000,0.000000,-0.133140,0.009553,0.055584,-0.022820,0.004629,0.002543,-0.448865,0.179402,0.022557,0.144593,0.483915
9.910000,0.048000,-0.112497,0.010999,1.055855,-0.022833,0.008782,0.002520,0.052162,0.180771,0.023166,0.008812,0.696390,0.005117,0.020000,0.000000,1.000002,0.000000,0.000000,0.000000,0.500000,0.000000,0.000178,0.000000,0.000000,0.000000,-0.132497,0.010999,0.055853,-0.022833,0.008782,0.002520,-0.447838,0.180771,0.022988,0.144208,0.483493
9.921000,0.059000,-0.111904,0.012199,1.056182,-0.022723,0.015005,0.002490,0.053411,0.181190,0.023754,0.013177,0.904133,0.009199,0.030500,0.000000,1.000008,0.000000,0.000000,0.000000,0.500000,0.000000,0.000415,0.000000,0.000000,0.000000,-0.142404,0.012199,0.056174,-0.022723,0.015005,0.002490,-0.446589,0.181190,0.023339,0.153568,0.482510
9.931000,0.069000,-0.111336,0.013287,1.056567,-0.022538,0.023377,0.002452,0.055175,0.181181,0.024426,0.016309,1.012929,0.011581,0.030500,0.000000,1.000008,0.000000,0.000000,0.000000,0.500000,0.000000,0.000415,0.000000,0.000000,0.000000,-0.141836,0.013287,0.056559,-0.022538,0.023377,0.002452,-0.444825,0.181181,0.024011,0.153274,0.480908
9.940000,0.078000,-0.110784,0.015099,1.056811,-0.022378,0.033506,0.002339,0.057469,0.183403,0.024652,0.012901,1.193400,0.008714,0.040000,0.000000,1.000019,0.000000,0.000000,0.000000,0.500000,0.000000,0.000712,0.000000,0.000000,0.000000,-0.150784,0.015099,0.056792,-0.022378,0.033506,0.002339,-0.442531,0.183403,0.023940,0.161831,0.479628
9.952000,0.090000,-0.110397,0.014745,1.057332,-0.021977,0.043643,0.002323,0.060146,0.178517,0.025429,0.014288,1.126362,0.013060,0.040000,0.000000,1.000019,0.000000,0.000000,0.000000,0.500000,0.000000,0.000712,0.000000,0.000000,0.000000,-0.150397,0.014745,0.057313,-0.021977,0.043643,0.002323,-0.439854,0.178517,0.024717,0.161621,0.475343
9.961000,0.099000,-0.109656,0.016089,1.057883,-0.021955,0.055894,0.002220,0.065219,0.179472,0.026235,0.006883,1.248697,0.012111,0.050500,0.000000,1.000038,0.000000,0.000000,0.000000,0.500000,0.000000,0.001133,0.000000,0.000000,0.000000,-0.160156,0.016089,0.057845,-0.021955,0.055894,0.002220,-0.434781,0.179472,0.025102,0.171040,0.471036
