t,t_rel,thrust,tau_phi,tau_theta,tau_psi,w0,w1,w2,w3,ud_T,ud_phi,ud_theta,ud_psi,ui_T,ui_phi,ui_theta,ui_psi,ut_T,ut_phi,ut_theta,ut_psi,torque_scale,cost_state,cost_input,solve_ok,int_err_x,int_err_y,int_err_z
8.142000,0.012000,18.013884,-0.047416,0.248013,0.000000,691.100399,758.945805,681.478782,767.597022,1.266409,-0.047417,0.248013,0.000000,2.032476,0.000001,0.000000,0.000000,18.013884,-0.047416,0.248013,0.000000,1.000000,0.051986,0.022414,1.000000,0.000000,-0.000000,0.677492
8.162000,0.032000,17.670921,-0.033309,0.183777,0.000000,692.875070,743.964338,686.147736,750.173398,0.924780,-0.033309,0.183774,0.000000,2.031141,0.000001,0.000002,0.000000,17.670921,-0.033309,0.183777,0.000000,1.000000,0.035105,0.012040,1.000000,0.000001,-0.000000,0.677047
8.182000,0.052000,16.893069,-0.019657,0.114027,0.000100,686.346093,718.953517,682.414286,722.821787,0.148150,-0.019657,0.114017,0.000100,2.029918,0.000000,0.000010,0.000000,16.893069,-0.019657,0.114027,0.000100,1.000000,0.018653,0.001558,1.000000,0.000005,-0.000000,0.676639
8.200000,0.070000,16.272494,-0.004692,0.038189,0.000061,684.044643,695.549610,683.130388,696.533119,-0.471282,-0.004691,0.038161,0.000061,2.028776,-0.000000,0.000028,0.000000,16.272494,-0.004692,0.038189,0.000061,1.000000,0.020083,0.002369,1.000000,0.000014,0.000000,0.676259
8.221000,0.091000,15.881303,0.021280,-0.085670,-0.000083,693.390253,669.459514,697.595881,664.954708,-0.861413,0.021281,-0.085730,-0.000083,2.027716,-0.000002,0.000059,0.000000,15.881303,0.021280,-0.085670,-0.000083,1.000000,0.035237,0.008201,1.000000,0.000030,0.000001,0.675905
8.242000,0.112000,15.602710,0.026319,-0.130040,-0.000169,694.235083,656.348329,699.382477,650.607539,-1.138993,0.026323,-0.130148,-0.000169,2.026703,-0.000004,0.000108,0.000000,15.602710,0.026319,-0.130040,-0.000169,1.000000,0.042333,0.014736,1.000000,0.000054,0.000002,0.675568
8.263000,0.133000,15.379370,0.026888,-0.168437,-0.001077,695.996352,645.109876,700.642366,638.418429,-1.361301,0.026895,-0.168612,-0.001077,2.025671,-0.000007,0.000174,0.000000,15.379370,0.026888,-0.168437,-0.001077,1.000000,0.048117,0.021447,1.000000,0.000087,0.000004,0.675224
8.281000,0.151000,15.263470,0.022753,-0.171548,-0.001154,694.501743,641.514414,698.282716,635.630021,-1.476196,0.022765,-0.171811,-0.001154,2.024666,-0.000013,0.000263,0.000000,15.263470,0.022753,-0.171548,-0.001154,1.000000,0.047817,0.024795,1.000000,0.000131,0.000006,0.674889
8.302000,0.172000,15.136085,0.005620,-0.116378,-0.001267,684.569037,646.450776,684.853072,644.235475,-1.602558,0.005639,-0.116750,-0.001267,2.023643,-0.000019,0.000373,0.000000,15.136085,0.005620,-0.116378,-0.001267,1.000000,0.042573,0.027048,1.000000,0.000186,0.000009,0.674548
8.321000,0.191000,15.019183,-0.004864,-0.062541,-0.000951,674.105690,651.896976,672.443566,652.190818,-1.718396,-0.004838,-0.063046,-0.000951,2.022578,-0.000027,0.000505,0.000000,15.019183,-0.004864,-0.062541,-0.000951,1.000000,0.041165,0.029929,1.000000,0.000253,0.000013,0.674193
8.345000,0.215000,14.878577,-0.014590,0.016183,-0.000648,658.643061,661.103665,655.091738,663.671312,-1.857850,-0.014555,0.015524,-0.000648,2.021427,-0.000035,0.000659,0.000000,14.878577,-0.014590,0.016183,-0.000648,1.000000,0.042352,0.034561,1.000000,0.000329,0.000017,0.673809
8.362000,0.232000,14.889820,-0.012362,0.029392,-0.000682,656.409382,663.841830,653.297045,665.907201,-1.845449,-0.012316,0.028555,-0.000682,2.020269,-0.000046,0.000838,0.000000,14.889820,-0.012362,0.029392,-0.000682,1.000000,0.042261,0.034154,1.000000,0.000419,0.000023,0.673423
8.382000,0.252000,14.876481,-0.006420,0.047827,-0.000687,652.311858,667.287774,650.449870,668.101491,-1.857593,-0.006360,0.046787,-0.000687,2.019075,-0.000059,0.001041,0.000000,14.876481,-0.006420,0.047827,-0.000687,1.000000,0.043135,0.034730,1.000000,0.000520,0.000030,0.673025
8.405000,0.275000,14.782912,0.005609,0.028536,-0.000444,652.170579,663.134967,653.051471,661.613227,-1.949874,0.005684,0.027269,-0.000444,2.017786,-0.000075,0.001267,0.000000,14.782912,0.005609,0.028536,-0.000444,1.000000,0.047406,0.038098,1.000000,0.000633,0.000037,0.672595
8.427000,0.297000,14.828237,0.022928,0.003749,-0.000151,655.499784,661.633941,660.246727,656.673155,-1.903166,0.023017,0.002242,-0.000151,2.016403,-0.000089,0.001506,0.000000,14.828237,0.022928,0.003749,-0.000151,1.000000,0.046620,0.036274,1.000000,0.000753,0.000045,0.672134
8.442000,0.312000,14.763374,0.020184,-0.009071,-0.000113,656.529684,657.706002,660.718073,653.330237,-1.966517,0.020282,-0.010801,-0.000113,2.014890,-0.000098,0.001731,0.000000,14.763374,0.020184,-0.009071,-0.000113,1.000000,0.048108,0.038725,1.000000,0.000865,0.000049,0.671630
8.461000,0.331000,14.844820,0.010798,-0.005727,-0.000125,658.766704,659.098004,660.957938,656.715717,-1.883771,0.010933,-0.007793,-0.000125,2.013591,-0.000135,0.002066,0.000000,14.844820,0.010798,-0.005727,-0.000125,1.000000,0.048551,0.035504,1.000000,0.001033,0.000068,0.671197
8.482000,0.352000,14.804083,0.011114,-0.026850,-0.000255,661.476170,654.658627,663.633226,652.090169,-1.923072,0.011282,-0.029244,-0.000255,2.012155,-0.000168,0.002394,0.000000,14.804083,0.011114,-0.026850,-0.000255,1.000000,0.049332,0.037080,1.000000,0.001197,0.000084,0.670718
8.502000,0.372000,14.800916,0.010897,-0.024684,-0.000229,661.051174,654.926444,663.182895,652.426265,-1.924760,0.011102,-0.027432,-0.000229,2.010676,-0.000205,0.002748,0.000000,14.800916,0.010897,-0.024684,-0.000229,1.000000,0.049759,0.037135,1.000000,0.001374,0.000103,0.670225
