metric,value
duration_s,9.990999999999998
n_state_samples,1000
n_ctrl_samples,501
trajectory_type,cone_helix
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.03959400470191163
max_err_x,0.09515099999999999
rmse_y,0.036633868672241
max_err_y,0.078193
rmse_z,0.027635338769228072
max_err_z,0.035565999999999987
rmse_3d,0.06060888953874671
max_err_3d,0.11412781258308599
rmse_vx,0.04707708701473574
rmse_vy,0.029135631625279726
rmse_vz,0.03791645142506087
rmse_vel_3d,0.06710286462339742
settling_time_s,
ss_err_x,0.05194747500000001
ss_err_y,0.04194227
ss_err_z,0.023272684999999998
ss_err_3d,0.07744616591074743
mean_thrust,14.955217656686628
max_thrust,18.013884
min_thrust,14.755758
thrust_dev,0.24021765668662695
rms_tau_phi,0.11626201460161247
max_tau_phi,0.367248
rms_tau_theta,0.11864030718995862
max_tau_theta,0.314763
rms_tau_psi,0.0017719698765817024
max_tau_psi,0.009875
mean_motor_util,44.05929739667332
max_motor_util,51.1731348
mean_util_r0,44.08936352109116
mean_util_r1,44.071540747704596
mean_util_r2,44.03639884590819
mean_util_r3,44.039886471989355
sat_events,0
sat_pct,0.0
ctrl_energy,2236.302834754304
max_phi_deg,8.701338147313272
max_theta_deg,8.14213133926559
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.023340405000000005
ss_offset_y,0.026585039999999997
ss_offset_z,0.023272684999999998
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,501
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.1925762614770459
cost_state_max,0.54999
cost_input_mean,0.021274878243512974
cost_input_max,0.038754
cost_total_mean,0.21385113972055886
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.3911228508557174
ui_thrust_rms,1.611820244957276
ud_tau_phi_rms,0.11506193342453973
ui_tau_phi_rms,0.06749796446422937
ud_tau_theta_rms,0.07735718989538709
ui_tau_theta_rms,0.07132535392609443
ud_tau_psi_rms,0.0017719698765817024
ui_tau_psi_rms,0.0
int_err_mag_final,0.400874892557516
int_err_mag_max,0.677492
