t,t_rel,thrust,tau_phi,tau_theta,tau_psi,w0,w1,w2,w3,ud_T,ud_phi,ud_theta,ud_psi,ui_T,ui_phi,ui_theta,ui_psi,ut_T,ut_phi,ut_theta,ut_psi,torque_scale,cost_state,cost_input,solve_ok,int_err_x,int_err_y,int_err_z
7.562000,0.022000,14.890111,-0.000042,0.518218,-0.000009,564.701953,742.988615,564.683912,742.990174,-1.815548,-0.000038,0.518219,-0.000009,1.990659,-0.000004,-0.000002,0.000000,14.890111,-0.000042,0.518218,-0.000009,1.000000,0.031054,0.059817,1.000000,-0.000001,0.000002,0.663553
7.587000,0.047000,14.927041,-0.000057,0.387154,-0.000010,591.147005,723.620531,591.125566,723.624107,-1.777141,-0.000053,0.387151,-0.000010,1.989182,-0.000004,0.000002,0.000000,14.927041,-0.000057,0.387154,-0.000010,1.000000,0.035846,0.046571,1.000000,0.000001,0.000002,0.663061
7.600000,0.060000,14.900349,0.000017,0.218837,-0.000005,621.712135,696.411747,621.712049,696.404497,-1.802324,0.000021,0.218818,-0.000005,1.987673,-0.000004,0.000018,0.000000,14.900349,0.000017,0.218837,-0.000005,1.000000,0.057469,0.037272,1.000000,0.000009,0.000002,0.662558
7.622000,0.082000,14.920157,0.000847,0.062036,-0.000003,649.817197,671.125684,649.996298,670.947227,-1.781011,0.000851,0.061982,-0.000003,1.986167,-0.000004,0.000054,0.000000,14.920157,0.000847,0.062036,-0.000003,1.000000,0.085259,0.032104,1.000000,0.000027,0.000002,0.662056
7.647000,0.107000,14.918495,0.001477,-0.052299,-0.000008,669.215106,651.713613,669.516789,651.391496,-1.781153,0.001481,-0.052416,-0.000008,1.984648,-0.000004,0.000117,0.000000,14.918495,0.001477,-0.052299,-0.000008,1.000000,0.107720,0.032000,1.000000,0.000059,0.000002,0.661549
7.661000,0.121000,14.901327,0.002669,-0.168502,-0.000027,687.990301,631.081089,688.511888,630.469767,-1.796780,0.002673,-0.168716,-0.000027,1.983106,-0.000004,0.000214,0.000000,14.901327,0.002669,-0.168502,-0.000027,1.000000,0.130632,0.035131,1.000000,0.000107,0.000002,0.661035
7.681000,0.141000,14.881273,0.003832,-0.214247,-0.000054,694.899500,622.544561,695.631103,621.642389,-1.815264,0.003836,-0.214597,-0.000054,1.981537,-0.000004,0.000350,0.000000,14.881273,0.003832,-0.214247,-0.000054,1.000000,0.135050,0.037558,1.000000,0.000175,0.000002,0.660512
7.705000,0.165000,14.846297,0.005258,-0.184090,-0.000094,689.128646,627.328926,690.127404,626.084422,-1.848629,0.005262,-0.184624,-0.000094,1.979925,-0.000004,0.000533,0.000000,14.846297,0.005258,-0.184090,-0.000094,1.000000,0.123640,0.037586,1.000000,0.000267,0.000002,0.659975
7.728000,0.188000,14.813972,0.004184,-0.104907,-0.000087,675.490013,640.512679,676.292021,639.532582,-1.879281,0.004188,-0.105728,-0.000087,1.978252,-0.000004,0.000820,0.000000,14.813972,0.004184,-0.104907,-0.000087,1.000000,0.110955,0.036437,1.000000,0.000410,0.000002,0.659417
7.743000,0.203000,14.838650,0.008528,-0.118255,-0.000112,677.803533,639.212789,679.476991,637.262337,-1.852931,0.008532,-0.119352,-0.000112,1.976581,-0.000004,0.001097,0.000000,14.838650,0.008528,-0.118255,-0.000112,1.000000,0.104259,0.035765,1.000000,0.000548,0.000002,0.658860
7.764000,0.224000,14.829986,0.009244,-0.038195,-0.000082,664.108753,653.019383,665.987172,650.980555,-1.859886,0.009248,-0.039624,-0.000082,1.974872,-0.000003,0.001429,0.000000,14.829986,0.009244,-0.038195,-0.000082,1.000000,0.094172,0.034757,1.000000,0.000715,0.000002,0.658291
7.784000,0.244000,14.827986,0.011422,-0.002349,0.000009,657.702431,659.315270,660.122629,656.905233,-1.860146,0.011425,-0.004166,0.000009,1.973132,-0.000003,0.001817,0.000000,14.827986,0.011422,-0.002349,0.000009,1.000000,0.091952,0.034616,1.000000,0.000909,0.000001,0.657711
7.801000,0.261000,14.815811,0.012397,0.011970,0.000069,654.852362,661.563774,657.532171,659.002648,-1.870542,0.012399,0.009709,0.000069,1.971353,-0.000002,0.002261,0.000000,14.815811,0.012397,0.011970,0.000069,1.000000,0.092720,0.035014,1.000000,0.001130,0.000001,0.657118
7.823000,0.283000,14.803459,0.015243,0.025819,0.000176,651.850295,663.899556,655.223580,660.830541,-1.881074,0.015244,0.023070,0.000176,1.969533,-0.000001,0.002749,0.000000,14.803459,0.015243,0.025819,0.000176,1.000000,0.092572,0.035461,1.000000,0.001375,0.000000,0.656511
7.842000,0.302000,14.773239,0.010825,0.002923,0.000164,655.588720,658.877126,658.000026,656.712680,-1.909418,0.010824,-0.000368,0.000164,1.967657,0.000001,0.003291,0.000000,14.773239,0.010825,0.002923,0.000164,1.000000,0.096735,0.036471,1.000000,0.001646,-0.000001,0.655886
7.862000,0.322000,14.821900,0.022934,-0.004388,0.000226,656.619629,659.963560,661.624397,655.282701,-1.858879,0.022930,-0.008288,0.000226,1.965779,0.000004,0.003899,0.000000,14.821900,0.022934,-0.004388,0.000226,1.000000,0.098293,0.034614,1.000000,0.001950,-0.000002,0.655260
7.885000,0.345000,14.820557,0.025318,-0.008933,0.000155,657.140293,659.437881,662.592740,654.190816,-1.858290,0.025310,-0.013602,0.000155,1.963848,0.000008,0.004668,0.000000,14.820557,0.025318,-0.008933,0.000155,1.000000,0.108443,0.034615,1.000000,0.002334,-0.000004,0.654616
7.912000,0.372000,14.833254,0.027693,-0.027801,-0.000169,660.506625,656.872875,666.201842,650.842381,-1.843642,0.027680,-0.033303,-0.000169,1.961896,0.000013,0.005502,0.000000,14.833254,0.027693,-0.027801,-0.000169,1.000000,0.110932,0.034178,1.000000,0.002751,-0.000007,0.653965
7.923000,0.383000,14.820745,0.016571,-0.060140,-0.000127,666.863843,649.823652,670.227280,646.162210,-1.854178,0.016551,-0.066421,-0.000127,1.959922,0.000019,0.006281,0.000000,14.820745,0.016571,-0.060140,-0.000127,1.000000,0.105964,0.034848,1.000000,0.003141,-0.000010,0.653307
7.944000,0.404000,14.818694,0.034016,-0.067974,-0.000397,666.412519,650.396536,673.209568,642.756622,-1.854225,0.033988,-0.075072,-0.000397,1.957919,0.000028,0.007099,0.000000,14.818694,0.034016,-0.067974,-0.000397,1.000000,0.105758,0.035061,1.000000,0.003549,-0.000014,0.652640
7.962000,0.422000,14.831845,0.031485,-0.057552,-0.000282,665.165159,652.175872,671.529939,645.194852,-1.839050,0.031448,-0.065553,-0.000282,1.955895,0.000037,0.008001,0.000000,14.831845,0.031485,-0.057552,-0.000282,1.000000,0.108830,0.034350,1.000000,0.004000,-0.000019,0.651965
7.985000,0.445000,14.849162,0.037393,-0.037986,-0.000360,661.636845,656.585399,669.211099,648.322007,-1.819694,0.037344,-0.046961,-0.000360,1.953856,0.000049,0.008975,0.000000,14.849162,0.037393,-0.037986,-0.000360,1.000000,0.109891,0.033473,1.000000,0.004487,-0.000025,0.651285
8.005000,0.465000,14.859757,0.038435,0.031883,-0.000336,649.768372,668.778183,657.717442,660.466924,-1.807045,0.038371,0.021715,-0.000336,1.951802,0.000064,0.010168,0.000000,14.859757,0.038435,0.031883,-0.000336,1.000000,0.120278,0.032848,1.000000,0.005084,-0.000032,0.650601
8.025000,0.485000,14.852322,0.039725,-0.020156,-0.000205,658.367445,659.888585,666.574730,651.290787,-1.812399,0.039643,-0.031406,-0.000205,1.949721,0.000082,0.011250,0.000000,14.852322,0.039725,-0.020156,-0.000205,1.000000,0.110656,0.033104,1.000000,0.005625,-0.000041,0.649907
8.043000,0.503000,14.856124,0.041923,-0.009921,0.000035,656.383272,661.853574,665.242842,653.000636,-1.806498,0.041819,-0.022270,0.000035,1.947623,0.000104,0.012350,0.000000,14.856124,0.041923,-0.009921,0.000035,1.000000,0.107980,0.032859,1.000000,0.006175,-0.000052,0.649208
8.062000,0.522000,14.856872,0.042449,-0.020896,0.000124,658.190903,660.023538,667.198061,651.102804,-1.803634,0.042317,-0.034387,0.000124,1.945505,0.000131,0.013491,0.000000,14.856872,0.042449,-0.020896,0.000124,1.000000,0.108105,0.032828,1.000000,0.006746,-0.000066,0.648502
8.090000,0.550000,14.862367,0.046300,-0.023744,0.000119,658.393993,660.068050,668.198119,650.320014,-1.796005,0.046136,-0.038411,0.000119,1.943373,0.000164,0.014667,0.000000,14.862367,0.046300,-0.023744,0.000119,1.000000,0.107804,0.032617,1.000000,0.007333,-0.000082,0.647791
8.104000,0.564000,14.880244,0.047108,-0.005160,0.000086,655.536052,663.718805,665.528435,653.827368,-1.775991,0.046907,-0.021081,0.000086,1.941235,0.000200,0.015921,0.000000,14.880244,0.047108,-0.005160,0.000086,1.000000,0.110187,0.031806,1.000000,0.007961,-0.000100,0.647078
8.127000,0.587000,14.875196,0.050851,0.066816,-0.000034,642.590608,676.128090,653.494045,665.546102,-1.778883,0.050609,0.049332,-0.000034,1.939078,0.000242,0.017484,0.000000,14.875196,0.050851,0.066816,-0.000034,1.000000,0.127696,0.032144,1.000000,0.008742,-0.000121,0.646359
8.147000,0.607000,14.881876,0.054896,-0.019079,-0.000149,657.214666,662.301920,668.642282,650.539759,-1.770038,0.054605,-0.037904,-0.000149,1.936914,0.000292,0.018825,0.000000,14.881876,0.054896,-0.019079,-0.000149,1.000000,0.110976,0.031772,1.000000,0.009413,-0.000146,0.645638
8.164000,0.624000,14.882146,0.058530,-0.016480,-0.000134,656.385028,663.124784,668.594698,650.612258,-1.767591,0.058180,-0.036680,-0.000134,1.934737,0.000349,0.020200,0.000000,14.882146,0.058530,-0.016480,-0.000134,1.000000,0.110838,0.031717,1.000000,0.010100,-0.000175,0.644912
8.181000,0.641000,14.895819,0.061662,-0.009752,-0.000202,655.227511,664.920371,668.064088,651.719774,-1.751739,0.061248,-0.031393,-0.000202,1.932558,0.000414,0.021641,0.000000,14.895819,0.061662,-0.009752,-0.000202,1.000000,0.112968,0.031160,1.000000,0.010820,-0.000207,0.644186
8.202000,0.662000,14.886877,0.062049,0.004326,-0.000280,652.592433,667.171697,665.506583,653.873456,-1.758485,0.061564,-0.018850,-0.000280,1.930363,0.000485,0.023176,0.000000,14.886877,0.062049,0.004326,-0.000280,1.000000,0.117678,0.031337,1.000000,0.011588,-0.000243,0.643454
8.222000,0.682000,14.891916,0.064355,-0.025923,-0.000333,657.672162,662.426608,670.930373,648.494163,-1.751246,0.063787,-0.050628,-0.000333,1.928163,0.000568,0.024705,0.000000,14.891916,0.064355,-0.025923,-0.000333,1.000000,0.114999,0.031332,1.000000,0.012352,-0.000284,0.642721
8.249000,0.709000,14.890621,0.066245,-0.039918,-0.000267,659.809839,660.190915,673.462677,645.855502,-1.750331,0.065583,-0.066151,-0.000267,1.925952,0.000662,0.026233,0.000000,14.890621,0.066245,-0.039918,-0.000267,1.000000,0.113603,0.031504,1.000000,0.013117,-0.000331,0.641984
8.261000,0.721000,14.892997,0.068287,-0.030596,-0.000253,658.050829,662.039502,672.171765,647.316175,-1.745738,0.067520,-0.058446,-0.000253,1.923735,0.000767,0.027850,0.000000,14.892997,0.068287,-0.030596,-0.000253,1.000000,0.117149,0.031274,1.000000,0.013925,-0.000383,0.641245
8.282000,0.742000,14.896202,0.070724,-0.032689,-0.000258,658.223684,662.012957,672.842151,646.760487,-1.740310,0.069840,-0.062151,-0.000258,1.921512,0.000884,0.029462,0.000000,14.896202,0.070724,-0.032689,-0.000258,1.000000,0.115812,0.031161,1.000000,0.014731,-0.000442,0.640504
