t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
8.171000,0.000000,-0.065537,0.018794,1.056529,-0.019475,-0.001015,0.002124,0.031694,0.123867,0.025694,-0.014406,0.086697,-0.000725,0.000001,0.000000,1.003450,0.000000,0.000000,0.000000,0.000098,0.000002,0.150000,0.000000,0.000000,0.000000,-0.065538,0.018794,0.053079,-0.019475,-0.001015,0.002124,0.031596,0.123865,-0.124306,0.086405,0.178306
8.181000,0.010000,-0.065088,0.019666,1.056763,-0.019576,-0.001001,0.002132,0.032063,0.124780,0.025791,-0.014684,0.088250,-0.000690,0.000001,0.000000,1.003450,0.000000,0.000000,0.000000,0.000098,0.000002,0.150000,0.000000,0.000000,0.000000,-0.065088,0.019666,0.053313,-0.019576,-0.001001,0.002132,0.031965,0.124778,-0.124209,0.086403,0.178939
8.190000,0.019000,-0.064677,0.020339,1.056966,-0.019756,-0.000099,0.002112,0.032260,0.125251,0.041269,-0.023446,0.166338,-0.001771,0.000001,0.000000,1.003450,0.000000,0.000000,0.000000,0.000098,0.000002,0.150000,0.000000,0.000000,0.000000,-0.064678,0.020339,0.053516,-0.019756,-0.000099,0.002112,0.032162,0.125249,-0.108731,0.086377,0.168950
8.200000,0.029000,-0.064355,0.021592,1.057379,-0.019677,-0.000969,0.002128,0.032135,0.127484,0.056909,-0.012190,0.082744,-0.000658,0.000004,0.000000,1.006000,0.000000,0.000000,0.000000,0.000297,0.000010,0.150000,0.000000,0.000000,0.000000,-0.064359,0.021592,0.051379,-0.019677,-0.000969,0.002128,0.031838,0.127475,-0.093091,0.085135,0.161026
8.213000,0.042000,-0.064066,0.021091,1.057692,-0.019614,-0.000965,0.002139,0.031880,0.123973,0.070088,-0.006549,0.057349,-0.000520,0.000013,0.000001,1.009000,0.000000,0.000000,0.000000,0.000669,0.000034,0.150000,0.000000,0.000000,0.000000,-0.064080,0.021090,0.048692,-0.019614,-0.000965,0.002139,0.031211,0.123940,-0.079912,0.083198,0.150735
8.220000,0.049000,-0.063747,0.022330,1.058393,-0.019680,-0.000392,0.002122,0.031767,0.126171,0.084010,-0.008598,0.106993,-0.001331,0.000013,0.000001,1.009000,0.000000,0.000000,0.000000,0.000669,0.000034,0.150000,0.000000,0.000000,0.000000,-0.063761,0.022330,0.049393,-0.019680,-0.000392,0.002122,0.031098,0.126137,-0.065990,0.083688,0.145713
8.230000,0.059000,-0.063394,0.022094,1.058905,-0.019632,-0.001115,0.002144,0.031746,0.123582,0.093260,-0.011866,0.081099,-0.000925,0.000013,0.000001,1.009000,0.000000,0.000000,0.000000,0.000669,0.000034,0.150000,0.000000,0.000000,0.000000,-0.063408,0.022093,0.049905,-0.019632,-0.001115,0.002144,0.031078,0.123549,-0.056740,0.083661,0.139462
8.240000,0.069000,-0.063077,0.023330,1.059837,-0.019606,-0.001435,0.002150,0.031605,0.125706,0.103466,-0.009470,0.069555,-0.001085,0.000032,0.000002,1.012000,0.000000,0.000000,0.000000,0.001187,0.000080,0.150000,0.000000,0.000000,0.000000,-0.063108,0.023328,0.047837,-0.019606,-0.001435,0.002150,0.030418,0.125627,-0.046534,0.082555,0.137378
8.250000,0.079000,-0.062708,0.023120,1.060518,-0.019555,-0.001808,0.002165,0.031594,0.123167,0.109699,-0.005055,0.053310,-0.001106,0.000032,0.000002,1.012000,0.000000,0.000000,0.000000,0.001187,0.000080,0.150000,0.000000,0.000000,0.000000,-0.062740,0.023119,0.048518,-0.019555,-0.001808,0.002165,0.030407,0.123087,-0.040301,0.082612,0.133039
8.260000,0.089000,-0.062285,0.023903,1.061709,-0.019598,-0.002040,0.002171,0.031764,0.123932,0.117238,-0.005343,0.059653,-0.001273,0.000062,0.000004,1.015000,0.000000,0.000000,0.000000,0.001851,0.000155,0.150000,0.000000,0.000000,0.000000,-0.062347,0.023899,0.046709,-0.019598,-0.002040,0.002171,0.029913,0.123776,-0.032762,0.081487,0.131486
8.270000,0.099000,-0.061968,0.025142,1.062882,-0.019651,-0.001444,0.002147,0.031549,0.125956,0.122426,-0.015810,0.151653,-0.002285,0.000062,0.000004,1.015000,0.000000,0.000000,0.000000,0.001851,0.000155,0.150000,0.000000,0.000000,0.000000,-0.062029,0.025138,0.047882,-0.019651,-0.001444,0.002147,0.029697,0.125800,-0.027574,0.082294,0.132166
8.280000,0.109000,-0.061770,0.024848,1.063366,-0.019296,-0.002575,0.002163,0.030854,0.122717,0.125460,-0.008779,0.077258,-0.001308,0.000107,0.000008,1.018000,0.000000,0.000000,0.000000,0.002660,0.000268,0.150000,0.000000,0.000000,0.000000,-0.061877,0.024840,0.045366,-0.019296,-0.002575,0.002163,0.028194,0.122449,-0.024540,0.080646,0.128027
8.290000,0.119000,-0.061367,0.025086,1.064613,-0.019407,-0.002722,0.002172,0.030897,0.121803,0.128951,-0.001845,0.053920,-0.000993,0.000107,0.000008,1.018000,0.000000,0.000000,0.000000,0.002660,0.000268,0.150000,0.000000,0.000000,0.000000,-0.061474,0.025078,0.046613,-0.019407,-0.002722,0.002172,0.028237,0.121534,-0.021049,0.081122,0.126535
