metric,value
duration_s,9.988999999999999
n_state_samples,998
n_ctrl_samples,500
trajectory_type,straight_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.08414968972377034
max_err_x,0.20509699999999997
rmse_y,0.07154012600036741
max_err_y,0.12643
rmse_z,0.04825430209294745
max_err_z,0.06426200000000004
rmse_3d,0.12053064995772941
max_err_3d,0.2435246815458343
rmse_vx,0.07296760697981758
rmse_vy,0.11037156354798167
rmse_vz,0.009717632080788142
rmse_vel_3d,0.13266720047413694
settling_time_s,
ss_err_x,0.03658688499999995
ss_err_y,0.01629431
ss_err_z,0.03315599999999999
ss_err_3d,0.05332648358251221
mean_thrust,14.712275900546087
max_thrust,14.829487497121871
min_thrust,14.618647439171303
thrust_dev,0.033026222915804496
rms_tau_phi,0.13398365570870666
max_tau_phi,0.27065250432394916
rms_tau_theta,0.7065247009213684
max_tau_theta,1.0603439200703975
rms_tau_psi,0.01629230138439383
max_tau_psi,0.028768612303215035
mean_motor_util,42.92865322837058
max_motor_util,55.992147515624865
mean_util_r0,34.27662842730222
mean_util_r1,52.026707789608324
mean_util_r2,35.58379459962553
mean_util_r3,49.82748209694625
sat_events,0
sat_pct,0.0
ctrl_energy,2165.1194971407126
max_phi_deg,2.306993427574283
max_theta_deg,3.6157616257232252
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.01296692654202232
ss_offset_y,0.014289674168918385
ss_offset_z,0.0330718229143254
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.4125845502008547
cost_state_max,1.291552508378701
cost_input_mean,0.1104159481874233
cost_input_max,0.22975061012391593
cost_total_mean,0.523000498388278
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.0061595466664421
ui_thrust_rms,1.0110600501648506
ud_tau_phi_rms,0.5286105324421463
ui_tau_phi_rms,0.42487387763591206
ud_tau_theta_rms,0.8504288591330033
ui_tau_theta_rms,1.5099093749616028
ud_tau_psi_rms,0.01629230138439383
ui_tau_psi_rms,0.0
int_err_mag_final,0.816948503325418
int_err_mag_max,0.9599236727241466
