t,t_rel,thrust,tau_phi,tau_theta,tau_psi,w0,w1,w2,w3,ud_T,ud_phi,ud_theta,ud_psi,ui_T,ui_phi,ui_theta,ui_psi,ut_T,ut_phi,ut_theta,ut_psi,torque_scale,cost_state,cost_input,solve_ok,int_err_x,int_err_y,int_err_z
8.482000,0.020000,14.777559,-0.002447,2.626134,-0.009231,0.000000,1013.562275,0.000000,1009.238852,-1.768826,0.668133,1.872706,-0.009231,1.831385,-0.670580,0.753428,0.000000,14.777559,-0.002447,2.626134,-0.009231,1.000000,1.405919,0.426639,1.000000,0.376022,0.336066,0.610462
8.503000,0.041000,14.808547,-0.019878,1.883553,-0.009675,128.872921,926.803040,45.711508,924.456542,-1.734740,0.650676,1.125972,-0.009675,1.828288,-0.670555,0.757581,0.000000,14.808547,-0.019878,1.883553,-0.009675,1.000000,1.581253,0.199222,1.000000,0.378096,0.336060,0.609429
8.524000,0.062000,14.803140,-0.029868,1.288372,-0.020039,395.655298,853.706903,360.028418,846.563579,-1.737039,0.640621,0.526331,-0.020039,1.825178,-0.670488,0.762041,0.000000,14.803140,-0.029868,1.288372,-0.020039,1.000000,1.850983,0.098955,1.000000,0.380339,0.336017,0.608393
8.544000,0.082000,14.770905,-0.010064,0.247837,-0.019694,621.900165,704.540310,604.709237,692.147441,-1.766135,0.660358,-0.518939,-0.019694,1.822040,-0.670422,0.766776,0.000000,14.770905,-0.010064,0.247837,-0.019694,1.000000,2.500046,0.101768,1.000000,0.382762,0.335925,0.607347
8.562000,0.100000,14.759651,-0.048725,0.193865,-0.032595,640.269547,696.498588,605.072456,682.197698,-1.774232,0.621570,-0.578065,-0.032595,1.818883,-0.670296,0.771929,0.000000,14.759651,-0.048725,0.193865,-0.032595,1.000000,2.423710,0.103636,1.000000,0.385372,0.335829,0.606294
8.580000,0.118000,14.704044,-0.015309,-0.538328,-0.026582,752.055091,565.998301,732.560187,545.409463,-1.826624,0.654889,-1.315675,-0.026582,1.815667,-0.670198,0.777347,0.000000,14.704044,-0.015309,-0.538328,-0.026582,1.000000,2.827233,0.249424,1.000000,0.388161,0.335692,0.605222
8.604000,0.142000,14.652303,-0.003043,-0.530685,-0.015649,745.366509,562.748436,734.979721,549.137540,-1.875083,0.667049,-1.313764,-0.015649,1.812386,-0.670093,0.783079,0.000000,14.652303,-0.003043,-0.530685,-0.015649,1.000000,2.555477,0.252277,1.000000,0.391137,0.335517,0.604129
8.624000,0.162000,14.638918,0.019095,-0.460614,-0.002994,728.326456,573.304812,730.067301,565.952689,-1.885132,0.689023,-1.249664,-0.002994,1.809050,-0.669928,0.789050,0.000000,14.638918,0.019095,-0.460614,-0.002994,1.000000,2.275593,0.239180,1.000000,0.394245,0.335293,0.603017
8.646000,0.184000,14.626438,0.009222,-0.343405,0.003930,708.440634,591.413912,712.814881,592.634021,-1.894211,0.678965,-1.138731,0.003930,1.805649,-0.669743,0.795326,0.000000,14.626438,0.009222,-0.343405,0.003930,1.000000,2.038550,0.211652,1.000000,0.397515,0.335047,0.601883
8.667000,0.205000,14.567860,0.004093,0.319231,0.017870,587.667174,699.493285,602.563533,711.617857,-1.949283,0.673616,-0.482663,0.017870,1.802144,-0.669523,0.801894,0.000000,14.567860,0.004093,0.319231,0.017870,1.000000,1.665378,0.106701,1.000000,0.400934,0.334778,0.600715
