metric,value
duration_s,9.988
n_state_samples,999
n_ctrl_samples,500
trajectory_type,step_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.08937983338809423
max_err_x,0.22928
rmse_y,0.068440503287602
max_err_y,0.129169
rmse_z,0.052455628757554246
max_err_z,0.08211499999999994
rmse_3d,0.12419520963021921
max_err_3d,0.24626752890708106
rmse_vx,0.1028174625128951
rmse_vy,0.11137303579390728
rmse_vz,0.036876427139102635
rmse_vel_3d,0.1559976108089066
settling_time_s,
ss_err_x,0.05737244499999996
ss_err_y,0.03225862
ss_err_z,0.03656813000000009
ss_err_3d,0.07667521104140493
mean_thrust,14.735401068
max_thrust,15.568407
min_thrust,14.487023
thrust_dev,0.080561724
rms_tau_phi,0.1351146739274014
max_tau_phi,0.225948
rms_tau_theta,0.6818575922458002
max_tau_theta,2.626134
rms_tau_psi,0.014617107618609093
max_tau_psi,0.032595
mean_motor_util,43.0141828074
max_motor_util,67.57081833333334
mean_util_r0,34.7660024096
mean_util_r1,51.612591555600005
mean_util_r2,36.23033817213334
mean_util_r3,49.44779909226666
sat_events,0
sat_pct,0.0
ctrl_energy,2172.1374408683355
max_phi_deg,2.2488593458884814
max_theta_deg,7.447992970464597
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.05737244499999996
ss_offset_y,0.03225862
ss_offset_z,0.03656813000000009
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.477132334
cost_state_max,2.827233
cost_input_mean,0.07130499800000001
cost_input_max,0.426639
cost_total_mean,0.548437332
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.1312261303086595
ui_thrust_rms,1.1229390114014812
ud_tau_phi_rms,0.5086033894016379
ui_tau_phi_rms,0.3927845945181022
ud_tau_theta_rms,0.5711321038162712
ui_tau_theta_rms,1.1546739202857117
ud_tau_psi_rms,0.014608205691117577
ui_tau_psi_rms,0.0
int_err_mag_final,0.7184376956312913
int_err_mag_max,0.8489808204629831
