t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
15.660000,0.000000,-0.263614,-0.254125,0.980161,-0.065169,0.016827,0.003710,0.016624,0.199700,0.117830,0.034412,0.245089,-0.002574,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263614,-0.254125,-0.019839,-0.065169,0.016827,0.003710,0.016624,0.199700,0.117830,0.366695,0.232466
15.672000,0.012000,-0.263697,-0.255548,0.980917,-0.065239,0.016481,0.003749,0.017392,0.196095,0.115490,0.021748,0.159568,-0.000738,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263697,-0.255548,-0.019083,-0.065239,0.016481,0.003749,0.017392,0.196095,0.115490,0.367703,0.228240
15.681000,0.021000,-0.263599,-0.254710,0.982232,-0.065157,0.017233,0.003716,0.018770,0.199136,0.114843,0.021262,0.159453,-0.001501,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263599,-0.254710,-0.017768,-0.065157,0.017233,0.003716,0.018770,0.199136,0.114843,0.366984,0.230643
15.690000,0.030000,-0.263506,-0.254100,0.983416,-0.065090,0.017842,0.003682,0.020152,0.201422,0.114026,0.019642,0.149662,-0.001916,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263506,-0.254100,-0.016584,-0.065090,0.017842,0.003682,0.020152,0.201422,0.114026,0.366439,0.232334
15.700000,0.040000,-0.263304,-0.252086,0.984557,-0.064896,0.019334,0.003566,0.021867,0.207763,0.113104,0.031703,0.235793,-0.003981,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263304,-0.252086,-0.015443,-0.064896,0.019334,0.003566,0.021867,0.207763,0.113104,0.364849,0.237563
15.710000,0.050000,-0.263358,-0.253592,0.985139,-0.065010,0.018534,0.003612,0.022775,0.203672,0.110423,0.020303,0.131242,-0.002291,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263358,-0.253592,-0.014861,-0.065010,0.018534,0.003612,0.022775,0.203672,0.110423,0.365906,0.232797
15.720000,0.060000,-0.263196,-0.252680,0.986366,-0.064961,0.018796,0.003589,0.024357,0.206691,0.109698,0.020284,0.118673,-0.002926,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263196,-0.252680,-0.013634,-0.064961,0.018796,0.003589,0.024357,0.206691,0.109698,0.365110,0.235262
15.733000,0.073000,-0.263042,-0.251999,0.987470,-0.064916,0.018877,0.003573,0.025888,0.208953,0.108880,0.019041,0.111002,-0.003071,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.263042,-0.251999,-0.012530,-0.064916,0.018877,0.003573,0.025888,0.208953,0.108880,0.364488,0.237037
15.740000,0.080000,-0.262883,-0.251385,0.988498,-0.064877,0.018836,0.003561,0.027394,0.210950,0.107862,0.018589,0.100517,-0.003193,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.262883,-0.251385,-0.011502,-0.064877,0.018836,0.003561,0.027394,0.210950,0.107862,0.363915,0.238505
15.750000,0.090000,-0.262713,-0.250782,0.989478,-0.064844,0.018689,0.003556,0.028880,0.212843,0.106605,0.020479,0.096207,-0.003023,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.262713,-0.250782,-0.010522,-0.064844,0.018689,0.003556,0.028880,0.212843,0.106605,0.363346,0.239794
