timestamp,x,y,theta,v,omega,cov_xx,cov_yy,cov_tt
1771080058456908286,0.0,0.0,0.0,0.0,0.0,0.11002260020276446,0.11,0.11
1771080058508008349,0.0,0.0,0.0,0.0,0.0,0.12002595001903107,0.12,0.12
1771080058556952600,0.0,0.0,0.0,0.0,0.0,0.13002724541015506,0.13,0.13
1771080058608095688,0.0,0.0,0.0,0.0,0.0,0.14002855298463507,0.14,0.14
1771080058657009921,0.0,0.0,0.0,0.0,0.0,0.15002975401501575,0.15000000000000002,0.15000000000000002
1771080058707401095,0.0,0.0,0.0,0.0,0.0,0.160031020636509,0.16000000000000003,0.16000000000000003
1771080058756946542,0.0,0.0,0.0,0.0,0.0,0.1700322496988264,0.17000000000000004,0.17000000000000004
1771080058807810870,0.0,0.0,0.0,0.0,0.0,0.18003354045113198,0.18000000000000005,0.18000000000000005
1771080058856844278,0.0,0.0,0.0,0.0,0.0,0.1900347463668852,0.19000000000000006,0.19000000000000006
1771080058907469524,0.0,0.0,0.0,0.0,0.0,0.20003602449877048,0.20000000000000007,0.20000000000000007
1771080058956804576,0.0,0.0,0.0,0.0,0.0,0.21003724409196092,0.21000000000000008,0.21000000000000008
1771080059007698470,0.0,0.0,0.0,0.0,0.0,0.2200385358601212,0.22000000000000008,0.22000000000000008
1771080059056851543,0.0,0.0,0.0,0.0,0.0,0.23003974744590985,0.2300000000000001,0.2300000000000001
1771080059107551405,0.0,0.0,0.0,0.0,0.0,0.2400410294423786,0.2400000000000001,0.2400000000000001
1771080059157162000,0.0,0.0,0.0,0.0,0.0,0.25004226225273357,0.2500000000000001,0.2500000000000001
1771080059207452695,0.0,0.0,0.0,0.0,0.0,0.2600435254445875,0.2600000000000001,0.2600000000000001
1771080059257010967,0.0,0.0,0.0,0.0,0.0,0.27004475497156194,0.27000000000000013,0.27000000000000013
1771080059307637915,0.0,0.0,0.0,0.0,0.0,0.28004603423385954,0.28000000000000014,0.28000000000000014
1771080059357534834,0.0,0.0,0.0,0.0,0.0,0.2900472805662735,0.29000000000000015,0.29000000000000015
1771080059407920597,0.0,0.0,0.0,0.0,0.0,0.30004854892614463,0.30000000000000016,0.30000000000000016
1771080059456800030,0.0,0.0,0.0,0.0,0.0,0.3100497466821593,0.31000000000000016,0.31000000000000016
1771080059508058654,0.0,0.0,0.0,0.0,0.0,0.3200510552541043,0.3200000000000002,0.3200000000000002
1771080059556862388,0.0,0.0,0.0,0.0,0.0,0.33005225114122355,0.3300000000000002,0.3300000000000002
1771080059607389099,0.0,0.0,0.0,0.0,0.0,0.3400535240657454,0.3400000000000002,0.3400000000000002
1771080059657071555,0.0,0.0,0.0,0.0,0.0,0.35005475990346363,0.3500000000000002,0.3500000000000002
1771080059707600140,0.0,0.0,0.0,0.0,0.0,0.3600560346908114,0.3600000000000002,0.3600000000000002
1771080059756832889,0.0,0.0,0.0,0.0,0.0,0.3700572493170013,0.3700000000000002,0.3700000000000002
1771080059807814757,0.0,0.0,0.0,0.0,0.0,0.3800585451426532,0.3800000000000002,0.3800000000000002
1771080059856950015,0.0,0.0,0.0,0.0,0.0,0.3900597560592577,0.39000000000000024,0.39000000000000024
1771080059907503008,0.0,0.0,0.0,0.0,0.0,0.40006103092303963,0.40000000000000024,0.40000000000000024
1771080059956835113,0.0,0.0,0.0,0.0,0.0,0.4100622502390506,0.41000000000000025,0.41000000000000025
1771080060007653598,0.0,0.0,0.0,0.0,0.0,0.4200635383310469,0.42000000000000026,0.42000000000000026
1771080060056819856,0.0,0.0,0.0,0.0,0.0,0.4300647503833939,0.43000000000000027,0.43000000000000027
1771080060107537792,0.0,0.0,0.0,0.0,0.0,0.44006603327585975,0.4400000000000003,0.4400000000000003
1771080060156929545,0.0,0.0,0.0,0.0,0.0,0.45006725575139,0.4500000000000003,0.4500000000000003
1771080060207667470,0.0,0.0,0.0,0.0,0.0,0.4600685400769306,0.4600000000000003,0.4600000000000003
1771080060257024063,0.0,0.0,0.0,0.0,0.0,0.47006976095149267,0.4700000000000003,0.4700000000000003
1771080060307846466,0.0,0.0,0.0,0.0,0.0,0.4800710493041799,0.4800000000000003,0.4800000000000003
1771080060356974629,0.0,0.0,0.0,0.0,0.0,0.4900722595740825,0.4900000000000003,0.4900000000000003
1771080060407601646,0.0,0.0,0.0,0.0,0.0,0.500073537985916,0.5000000000000003,0.5000000000000003
1771080060456940053,0.0,0.0,0.0,0.0,0.0,0.510074757749863,0.5100000000000003,0.5100000000000003
1771080060507704562,0.0,0.0,0.0,0.0,0.0,0.520076043243147,0.5200000000000004,0.5200000000000004
1771080060556883505,0.0,0.0,0.0,0.0,0.0,0.5300772557837637,0.5300000000000004,0.5300000000000004
1771080060607562474,0.0,0.0,0.0,0.0,0.0,0.5400785368105759,0.5400000000000004,0.5400000000000004
1771080060657030868,0.0,0.0,0.0,0.0,0.0,0.5500797628348325,0.5500000000000004,0.5500000000000004
1771080060707862328,0.0,0.0,0.0,0.0,0.0,0.5600810518565293,0.5600000000000004,0.5600000000000004
1771080060756851677,0.0,0.0,0.0,0.0,0.0,0.5700822556306425,0.5700000000000004,0.5700000000000004
1771080060807748827,0.0,0.0,0.0,0.0,0.0,0.5800835468486545,0.5800000000000004,0.5800000000000004
1771080060856880216,0.0,0.0,0.0,0.0,0.0,0.5900847573890715,0.5900000000000004,0.5900000000000004
1771080060907718029,0.0,0.0,0.0,0.0,0.0,0.6000860460285226,0.6000000000000004,0.6000000000000004
1771080060957053801,0.0,0.0,0.0,0.0,0.0,0.6100872661000283,0.6100000000000004,0.6100000000000004
1771080061008049233,0.0,0.0,0.0,0.0,0.0,0.6200885628316937,0.6200000000000004,0.6200000000000004
1771080061057048200,0.0,0.0,0.0,0.0,0.0,0.6300897673790266,0.6300000000000004,0.6300000000000004
1771080061107533678,0.0,0.0,0.0,0.0,0.0,0.6400910387003922,0.6400000000000005,0.6400000000000005
1771080061156925469,0.0,0.0,0.0,0.0,0.0,0.65009226068647,0.6500000000000005,0.6500000000000005
1771080061206930109,0.0,0.0,0.0,0.0,0.0,0.660093509688174,0.6600000000000005,0.6600000000000005
1771080061257245972,0.0,0.0,0.0,0.0,0.0,0.6700947747940348,0.6700000000000005,0.6700000000000005
1771080061307704596,0.0,0.0,0.0,0.0,0.0,0.6800960474835621,0.6800000000000005,0.6800000000000005
1771080061357238087,0.0,0.0,0.0,0.0,0.0,0.6900972762435851,0.6900000000000005,0.6900000000000005
1771080061407610722,0.0,0.0,0.0,0.0,0.0,0.7000985431986473,0.7000000000000005,0.7000000000000005
1771080061456847718,0.0,0.0,0.0,0.0,0.0,0.7100997576926155,0.7100000000000005,0.7100000000000005
1771080061507557738,0.0,0.0,0.0,0.0,0.0,0.7201010403085812,0.7200000000000005,0.7200000000000005
1771080061557183150,0.0,0.0,0.0,0.0,0.0,0.7301022738494173,0.7300000000000005,0.7300000000000005
1771080061607643558,0.0,0.0,0.0,0.0,0.0,0.7401035452459247,0.7400000000000005,0.7400000000000005
1771080061656921846,0.0,0.0,0.0,0.0,0.0,0.7501047618762432,0.7500000000000006,0.7500000000000006
1771080061707671734,0.0,0.0,0.0,0.0,0.0,0.760106046520098,0.7600000000000006,0.7600000000000006
1771080061756823583,0.0,0.0,0.0,0.0,0.0,0.7701072577487127,0.7700000000000006,0.7700000000000006
1771080061807812582,0.0,0.0,0.0,0.0,0.0,0.7801085537699813,0.7800000000000006,0.7800000000000006
1771080061856893982,0.0,0.0,0.0,0.0,0.0,0.7901097621603523,0.7900000000000006,0.7900000000000006
1771080061907760020,0.0,0.0,0.0,0.0,0.0,0.8001110520746875,0.8000000000000006,0.8000000000000006
1771080061956962388,0.0,0.0,0.0,0.0,0.0,0.8101122659039495,0.8100000000000006,0.8100000000000006
1771080062008251698,0.0,0.0,0.0,0.0,0.0,0.8201135767081359,0.8200000000000006,0.8200000000000006
1771080062056967486,0.0,0.0,0.0,0.0,0.0,0.8301147685778986,0.8300000000000006,0.8300000000000006
1771080062108123544,0.0,0.0,0.0,0.0,0.0,0.8401160718730992,0.8400000000000006,0.8400000000000006
1771080062157423544,0.0,0.0,0.0,0.0,0.0,0.8501172908688058,0.8500000000000006,0.8500000000000006
1771080062207622596,0.0,0.0,0.0,0.0,0.0,0.8601185490530913,0.8600000000000007,0.8600000000000007
1771080062257460856,0.0,0.0,0.0,0.0,0.0,0.8701197916800254,0.8700000000000007,0.8700000000000007
1771080062307346079,0.0,0.0,0.0,0.0,0.0,0.8801210358778662,0.8800000000000007,0.8800000000000007
1771080062357346440,0.0,0.0,0.0,0.0,0.0,0.8901222856424464,0.8900000000000007,0.8900000000000007
1771080062408375437,0.0,0.0,0.0,0.0,0.0,0.900123585327911,0.9000000000000007,0.9000000000000007
1771080062456817235,0.0,0.0,0.0,0.0,0.0,0.9101247639808756,0.9100000000000007,0.9100000000000007
1771080062507578946,0.0,0.0,0.0,0.0,0.0,0.9201260474919888,0.9200000000000007,0.9200000000000007
1771080062557097938,0.0,0.0,0.0,0.0,0.0,0.9301272760163927,0.9300000000000007,0.9300000000000007
1771080062608338742,0.0,0.0,0.0,0.0,0.0,0.9401285851065704,0.9400000000000007,0.9400000000000007
1771080062656938733,0.0,0.0,0.0,0.0,0.0,0.9501297715047509,0.9500000000000007,0.9500000000000007
1771080062708127876,0.0,0.0,0.0,0.0,0.0,0.9601310761667073,0.9600000000000007,0.9600000000000007
1771080062756951286,0.0,0.0,0.0,0.0,0.0,0.9701322728115263,0.9700000000000008,0.9700000000000008
1771080062807950274,0.0,0.0,0.0,0.0,0.0,0.980133568663694,0.9800000000000008,0.9800000000000008
1771080062857213752,0.0,0.0,0.0,0.0,0.0,0.9901347856234006,0.9900000000000008,0.9900000000000008
1771080062907332546,0.0,0.0,0.0,0.0,0.0,1.0001360398693737,1.0000000000000007,1.0
1771080062956997966,0.0,0.0,0.0,0.0,0.0,1.0101372740984786,1.0100000000000007,1.0
1771080063007729566,0.0,0.0,0.0,0.0,0.0,1.0201385586365455,1.0200000000000007,1.0
1771080063057005047,0.0,0.0,0.0,0.0,0.0,1.0301397756901023,1.0300000000000007,1.0
1771080063107639525,0.0,0.0,0.0,0.0,0.0,1.0401410547648735,1.0400000000000007,1.0
1771080063157133667,0.0,0.0,0.0,0.0,0.0,1.050142281926638,1.0500000000000007,1.0
1771080063207670483,0.0,0.0,0.0,0.0,0.0,1.0601435567288897,1.0600000000000007,1.0
1771080063257132271,0.0,0.0,0.0,0.0,0.0,1.0701447821774188,1.0700000000000007,1.0
1771080063310321274,0.0,0.0,0.0,0.0,0.0,1.0801461882016463,1.0800000000000007,1.0
1771080063357374756,0.0,0.0,0.0,0.0,0.0,1.0901473074230186,1.0900000000000007,1.0
1771080063408341219,0.0,0.0,0.0,0.0,0.0,1.1001485981447836,1.1000000000000008,1.0
1771080063457192604,0.0,0.0,0.0,0.0,0.0,1.110149795513229,1.1100000000000008,1.0
1771080063507417396,0.0,0.0,0.0,0.0,0.0,1.12015105397307,1.1200000000000008,1.0
1771080063557143905,0.0,0.0,0.0,0.0,0.0,1.130152291286612,1.1300000000000008,1.0
1771080063607648138,0.0,0.0,0.0,0.0,0.0,1.1401535649617478,1.1400000000000008,1.0
1771080063657077452,0.0,0.0,0.0,0.0,0.0,1.1501547888259658,1.1500000000000008,1.0
1771080063707546805,0.0,0.0,0.0,0.0,0.0,1.1601560602257304,1.1600000000000008,1.0
1771080063757015497,0.0,0.0,0.0,0.0,0.0,1.1701572858562246,1.1700000000000008,1.0
1771080063807561561,0.0,0.0,0.0,0.0,0.0,1.1801585610366307,1.1800000000000008,1.0
1771080063856949594,0.0,0.0,0.0,0.0,0.0,1.1901597830107773,1.1900000000000008,1.0
1771080063907437814,0.0,0.0,0.0,0.0,0.0,1.2001610552371362,1.2000000000000008,1.0
1771080063957309971,0.0,0.0,0.0,0.0,0.0,1.210162300085206,1.2100000000000009,1.0
1771080064007316150,0.0,0.0,0.0,0.0,0.0,1.220163550159084,1.2200000000000009,1.0
1771080064057329484,0.0,0.0,0.0,0.0,0.0,1.230164800799606,1.2300000000000009,1.0
1771080064107500218,0.0,0.0,0.0,0.0,0.0,1.2401660590063697,1.2400000000000009,1.0
1771080064156955984,0.0,0.0,0.0,0.0,0.0,1.2501672834644881,1.2500000000000009,1.0
1771080064207502839,0.0,0.0,0.0,0.0,0.0,1.2601685586299052,1.260000000000001,1.0
1771080064257000527,0.0,0.0,0.0,0.0,0.0,1.2701697857943042,1.270000000000001,1.0
1771080064307318681,0.0,0.0,0.0,0.0,0.0,1.2801710500575187,1.280000000000001,1.0
1771080064357091291,0.0,0.0,0.0,0.0,0.0,1.2901722898179482,1.290000000000001,1.0
1771080064406902457,0.0,0.0,0.0,0.0,0.0,1.3001735303609132,1.300000000000001,1.0
1771080064457080916,0.0,0.0,0.0,0.0,0.0,1.3101747884970216,1.310000000000001,1.0
1771080064507455221,0.0,0.0,0.0,0.0,0.0,1.3201760568167153,1.320000000000001,1.0
1771080064557045912,0.0,0.0,0.0,0.0,0.0,1.3301772881035299,1.330000000000001,1.0
1771080064607530234,0.0,0.0,0.0,0.0,0.0,1.3401785605529395,1.340000000000001,1.0
1771080064657157998,0.0,0.0,0.0,0.0,0.0,1.3501797937740778,1.350000000000001,1.0
1771080064707226201,0.0,0.0,0.0,0.0,0.0,1.3601810463089012,1.360000000000001,1.0
1771080064756904805,0.0,0.0,0.0,0.0,0.0,1.3701822810925084,1.370000000000001,1.0
1771080064807267046,0.0,0.0,0.0,0.0,0.0,1.3801835478103759,1.380000000000001,1.0
1771080064857006230,0.0,0.0,0.0,0.0,0.0,1.3901847860851826,1.390000000000001,1.0
1771080064907754412,0.0,0.0,0.0,0.0,0.0,1.4001860716075993,1.400000000000001,1.0
1771080064956971808,0.0,0.0,0.0,0.0,0.0,1.4101872859632227,1.410000000000001,1.0
1771080065007707163,0.0,0.0,0.0,0.0,0.0,1.4201885698024184,1.420000000000001,1.0
1771080065057334135,3.1006555522885707e-07,0.0,0.0,2.8369708846340067e-07,0.0,1.4301898005167077,1.4300000000000965,1.0
1771080065107378870,3.2361670978297376e-07,0.0,0.0,1.2922079008276263e-08,0.0,1.4401910516851133,1.4400000000001056,1.0
1771080065156883411,3.242272598226981e-07,0.0,0.0,5.885858373759556e-10,0.0,1.450192278149032,1.450000000000106,1.0
1771080065207482348,3.2425568642047254e-07,0.0,0.0,2.6809407957973748e-11,0.0,1.4601935559196668,1.460000000000106,1.0
1771080065257490340,3.2425696600833065e-07,0.0,0.0,1.2211376988965484e-12,0.0,1.4701948074979934,1.470000000000106,1.0
1771080065307042795,3.2425702376130704e-07,0.0,0.0,5.562141775021342e-14,0.0,1.4801960362554214,1.4800000000001061,1.0
1771080065356922545,3.2425702640935475e-07,0.0,0.0,2.533491608144887e-15,0.0,1.4901972795878478,1.4900000000001061,1.0
1771080065407667700,3.2425702653206595e-07,0.0,0.0,1.1539762897388434e-16,0.0,1.5001985651833267,1.5000000000001061,1.0
1771080065456936326,3.2425702653749215e-07,0.0,0.0,5.256229280563981e-18,0.0,1.5101997819587905,1.5100000000001061,1.0
1771080065507889301,3.242570265377478e-07,0.0,0.0,2.39415198522932e-19,0.0,1.520201076475369,1.5200000000001062,1.0
1771080065557011849,3.24257026537759e-07,0.0,0.0,1.0905086940504367e-20,0.0,1.5302022867390972,1.5300000000001062,1.0
1771080065607097053,3.2425702653775954e-07,0.0,0.0,4.967141681632557e-22,0.0,1.5402035390810176,1.5400000000001062,1.0
1771080065656877929,3.2425702653775954e-07,0.0,0.0,2.2624759087221314e-23,0.0,1.5502047787204358,1.5500000000001062,1.0
1771080065708646971,-4.4895388063873415e-08,0.0,0.0,-3.2465773907740754e-07,0.0,1.5602061110938332,1.5600000000000034,1.0
1771080065757096433,-5.990633172398185e-08,0.0,0.0,-1.4787789954875821e-08,0.0,1.570207291305781,1.570000000000005,1.0
1771080065808385078,-6.063031387688313e-08,0.0,0.0,-6.73566825272908e-10,0.0,1.5802086005523224,1.580000000000005,1.0
1771080065857034264,-6.06615862713983e-08,0.0,0.0,-3.0680194219767245e-11,0.0,1.5902097892461748,1.590000000000005,1.0
1771080065907605426,-6.066306724896498e-08,0.0,0.0,-1.397447561317102e-12,0.0,1.6002110639937073,1.600000000000005,1.0
1771080065957015902,-6.066313314930569e-08,0.0,0.0,-6.365212920891109e-14,0.0,1.6102122870076307,1.610000000000005,1.0
1771080066007357911,-6.066313620784264e-08,0.0,0.0,-2.8992812789406377e-15,0.0,1.620213552235297,1.620000000000005,1.0
1771080066057012647,-6.066313634524443e-08,0.0,0.0,-1.3205892778271534e-16,0.0,1.6302147864285308,1.630000000000005,1.0
1771080066107173269,-6.066313635156699e-08,0.0,0.0,-6.015132279091125e-18,0.0,1.6402160434336122,1.640000000000005,1.0
1771080066157110993,-6.066313635185368e-08,0.0,0.0,-2.7398235728898355e-19,0.0,1.6502172907585502,1.650000000000005,1.0
1771080066207420519,-6.066313635186684e-08,0.0,0.0,-1.2479581266493878e-20,0.0,1.660218555489599,1.660000000000005,1.0
1771080066257028532,-6.066313635186743e-08,0.0,0.0,-5.684305738809224e-22,0.0,1.6702197874443598,1.670000000000005,1.0
1771080066307444007,-6.066313635186746e-08,0.0,0.0,-2.589135888638462e-23,0.0,1.680221056603005,1.680000000000005,1.0
1771080066357951543,-6.066313635186746e-08,0.0,0.0,-1.1793216195369506e-24,0.0,1.6902223318288179,1.690000000000005,1.0
1771080066408361927,-6.066313635186746e-08,0.0,0.0,-5.371674342819567e-26,0.0,1.7002236026324191,1.700000000000005,1.0
1771080066457333558,-6.066313635186746e-08,0.0,0.0,-2.4467358833492402e-27,0.0,1.7102248048146058,1.710000000000005,1.0
1771080066508011489,-6.066313635186746e-08,0.0,0.0,-1.1144600548749e-28,0.0,1.7202260853263374,1.720000000000005,1.0
1771080066557086874,-6.066313635186746e-08,0.0,0.0,-5.0762373755340205e-30,0.0,1.730227292782553,1.730000000000005,1.0
1771080066608553589,-6.066313635186746e-08,0.0,0.0,-2.312167742581049e-31,0.0,1.7402286119988482,1.740000000000005,1.0
1771080066657030295,-6.066313635186746e-08,0.0,0.0,-1.0531658144276454e-32,0.0,1.7502297930724908,1.750000000000005,1.0
1771080066707869434,-6.066313635186746e-08,0.0,0.0,-4.7970491597677235e-34,0.0,1.760231080450223,1.7600000000000051,1.0
1771080066757382972,-6.066313635186746e-08,0.0,0.0,-2.1850007212524435e-35,0.0,1.7702323088800618,1.7700000000000051,1.0
1771080066807614374,1.4307171851311445e-06,0.0,0.0,0.0004812376080688523,-0.004946717333789017,1.780233566015416,1.7800000000000795,1.0
1771080066857317545,2.541316201997321e-05,1.7109726186605245e-09,0.00014274767516979947,0.0005079615214498617,0.005538764686052534,1.7902348020296444,1.7900000005855914,0.9999996910713715
1771080066907875761,6.180553488667976e-05,1.3943397861915576e-08,0.0005276480894105092,0.004801677805994253,0.011304251610925756,1.8002360752000208,1.8000000025266272,0.9999996015554511
