metric,value
duration_s,9.99
n_state_samples,1000
n_ctrl_samples,500
trajectory_type,lemniscate_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.17975073788535656
max_err_x,0.3320387797319158
rmse_y,0.1348557426480319
max_err_y,0.3040653327362727
rmse_z,0.04351766981365511
max_err_z,0.05760013066867331
rmse_3d,0.22888902700106153
max_err_3d,0.40300014706173776
rmse_vx,0.2430274988917064
rmse_vy,0.3486606223994805
rmse_vz,0.01191050860586509
rmse_vel_3d,0.42516873714420944
settling_time_s,9.62
ss_err_x,0.17625299291074836
ss_err_y,0.10325611901849945
ss_err_z,0.02739677110747824
ss_err_3d,0.21696924722275107
mean_thrust,14.829226650783674
max_thrust,15.118795978638516
min_thrust,14.560535356451295
thrust_dev,0.13325349487223212
rms_tau_phi,0.09075613258224312
max_tau_phi,0.24626804176111905
rms_tau_theta,0.6234408778762132
max_tau_theta,1.110110540259191
rms_tau_psi,0.014280761179037435
max_tau_psi,0.033643634913253256
mean_motor_util,43.29414438858878
max_motor_util,56.0931389236941
mean_util_r0,36.622583464853
mean_util_r1,50.603545620427056
mean_util_r2,36.04362506923977
mean_util_r3,49.90682339983527
sat_events,0
sat_pct,0.0
ctrl_energy,2197.813040675568
max_phi_deg,10.669115354917878
max_theta_deg,5.197387971280403
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.01464890993834132
ss_offset_y,-0.029033734963808736
ss_offset_z,0.02739677110747824
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,2.090160255148644
cost_state_max,5.060365436057393
cost_input_mean,0.05375015164130301
cost_input_max,0.17564048415343606
cost_total_mean,2.143910406789947
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.1272435878618154
ui_thrust_rms,1.2194790452980633
ud_tau_phi_rms,0.5035625062738153
ui_tau_phi_rms,0.4842725110956921
ud_tau_theta_rms,0.3957961191205054
ui_tau_theta_rms,0.895833888191966
ud_tau_psi_rms,0.014280761179037435
ui_tau_psi_rms,0.0
int_err_mag_final,0.5635652448970636
int_err_mag_max,0.8463161782482883
