metric,value
duration_s,11.909999999999997
n_state_samples,1190
n_ctrl_samples,576
trajectory_type,hover
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.0
max_err_x,0.0
rmse_y,1.8786728732554484e-07
max_err_y,1e-06
rmse_z,0.02148486669982487
max_err_z,0.06558699999999995
rmse_3d,0.02148486670064624
max_err_3d,0.06558699999999995
rmse_vx,2.4597601850723635e-07
rmse_vy,5.862571782004862e-07
rmse_vz,0.06154955234272558
rmse_vel_3d,0.061549552346009125
settling_time_s,6.661999999999999
ss_err_x,0.0
ss_err_y,0.0
ss_err_z,0.010636920168067233
ss_err_3d,0.010636920168067233
mean_thrust,14.931283904513887
max_thrust,14.979598
min_thrust,14.766528
thrust_dev,0.216283904513889
rms_tau_phi,6.828631512487208e-06
max_tau_phi,6.7e-05
rms_tau_theta,3.1554076158591973e-06
max_tau_theta,3.3e-05
rms_tau_psi,9.344858955002419e-07
max_tau_psi,1.1e-05
mean_motor_util,44.05389565451389
max_motor_util,44.124730666666665
mean_util_r0,44.05389302199074
mean_util_r1,44.05389640821758
mean_util_r2,44.05389610810185
mean_util_r3,44.053897079745376
sat_events,0
sat_pct,0.0
ctrl_energy,2536.3275385261527
max_phi_deg,0.00017188733853924697
max_theta_deg,5.729577951308232e-05
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.0
ss_offset_y,0.0
ss_offset_z,0.010636920168067233
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,576
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.02416592361111111
cost_state_max,0.09352
cost_input_mean,0.02368475
cost_input_max,0.040906
cost_total_mean,0.0478506736111111
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.538985279821082
ui_thrust_rms,1.7507080832639879
ud_tau_phi_rms,6.866408773474271e-06
ui_tau_phi_rms,4.389855730355308e-07
ud_tau_theta_rms,3.1521046760678633e-06
ui_tau_theta_rms,0.0
ud_tau_psi_rms,9.344858955002419e-07
ui_tau_psi_rms,0.0
int_err_mag_final,0.485572
int_err_mag_max,0.694912
