t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
7.100000,0.000000,-0.083331,-0.025794,1.042606,-0.021054,0.002181,0.001552,0.028057,0.129155,0.037509,-0.002162,0.080144,-0.000941,0.000078,0.000039,1.000023,0.000000,0.000000,0.000000,0.008207,0.004103,0.002462,0.000000,0.000000,0.000000,-0.083409,-0.025833,0.042582,-0.021054,0.002181,0.001552,0.019851,0.125051,0.035047,0.097147,0.131378
7.110000,0.010000,-0.082929,-0.025324,1.042527,-0.021060,0.001403,0.001575,0.028605,0.128870,0.036671,0.006162,0.020236,-0.000182,0.000078,0.000039,1.000023,0.000000,0.000000,0.000000,0.008207,0.004103,0.002462,0.000000,0.000000,0.000000,-0.083007,-0.025363,0.042504,-0.021060,0.001403,0.001575,0.020399,0.124766,0.034209,0.096644,0.130970
7.120000,0.020000,-0.082520,-0.024350,1.042671,-0.020991,0.000961,0.001593,0.029153,0.130107,0.037055,-0.001062,0.023256,-0.000211,0.000328,0.000164,1.000099,0.000000,0.000000,0.000000,0.016845,0.008423,0.005054,0.000000,0.000000,0.000000,-0.082849,-0.024514,0.042572,-0.020991,0.000961,0.001593,0.012307,0.121685,0.032001,0.096318,0.126423
7.130000,0.030000,-0.082229,-0.023049,1.043041,-0.021002,0.001193,0.001586,0.029245,0.132197,0.038483,-0.023718,0.113963,-0.001107,0.000328,0.000164,1.000099,0.000000,0.000000,0.000000,0.016845,0.008423,0.005054,0.000000,0.000000,0.000000,-0.082557,-0.023213,0.042943,-0.021002,0.001193,0.001586,0.012400,0.123774,0.033430,0.095909,0.128808
7.141000,0.041000,-0.081904,-0.023278,1.042744,-0.020588,-0.000216,0.001623,0.029337,0.129277,0.037927,-0.010333,0.043148,-0.000127,0.000752,0.000376,1.000226,0.000000,0.000000,0.000000,0.025484,0.012742,0.007645,0.000000,0.000000,0.000000,-0.082655,-0.023654,0.042519,-0.020588,-0.000216,0.001623,0.003853,0.116535,0.030282,0.095913,0.120467
7.150000,0.050000,-0.081506,-0.022370,1.042906,-0.020606,-0.000571,0.001646,0.029661,0.130219,0.038374,-0.002515,0.028083,0.000463,0.000752,0.000376,1.000226,0.000000,0.000000,0.000000,0.025484,0.012742,0.007645,0.000000,0.000000,0.000000,-0.082257,-0.022746,0.042680,-0.020606,-0.000571,0.001646,0.004177,0.117477,0.030728,0.095421,0.121501
7.160000,0.060000,-0.081209,-0.021068,1.043289,-0.020631,-0.000290,0.001645,0.029601,0.132263,0.039460,-0.008759,0.087810,-0.000204,0.001348,0.000674,1.000404,0.000000,0.000000,0.000000,0.034123,0.017061,0.010237,0.000000,0.000000,0.000000,-0.082557,-0.021742,0.042885,-0.020631,-0.000290,0.001645,-0.004522,0.115202,0.029223,0.095538,0.118937
7.171000,0.071000,-0.080906,-0.021352,1.043040,-0.020456,-0.001273,0.001686,0.029483,0.129130,0.038980,-0.019544,0.066687,0.000469,0.001348,0.000674,1.000404,0.000000,0.000000,0.000000,0.034123,0.017061,0.010237,0.000000,0.000000,0.000000,-0.082254,-0.022026,0.042636,-0.020456,-0.001273,0.001686,-0.004640,0.112068,0.028743,0.095229,0.115789
7.181000,0.081000,-0.080511,-0.020454,1.043245,-0.020572,-0.001372,0.001710,0.029691,0.130038,0.039827,-0.027389,0.089835,0.000614,0.002117,0.001058,1.000635,0.000000,0.000000,0.000000,0.042761,0.021381,0.012828,0.000000,0.000000,0.000000,-0.082627,-0.021512,0.042610,-0.020572,-0.001372,0.001710,-0.013071,0.108657,0.026999,0.095423,0.112721
7.190000,0.090000,-0.080214,-0.019153,1.043643,-0.020846,-0.000473,0.001698,0.029550,0.132088,0.041392,-0.045455,0.179374,-0.000505,0.002117,0.001058,1.000635,0.000000,0.000000,0.000000,0.042761,0.021381,0.012828,0.000000,0.000000,0.000000,-0.082330,-0.020212,0.043008,-0.020846,-0.000473,0.001698,-0.013211,0.110707,0.028564,0.095060,0.115093
