metric,value
duration_s,9.991000000000001
n_state_samples,1000
n_ctrl_samples,500
trajectory_type,straight_3d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.09097483318464179
max_err_x,0.2074722500246977
rmse_y,0.03777737768261227
max_err_y,0.0702157369548615
rmse_z,0.028793757679181225
max_err_z,0.043746694878709746
rmse_3d,0.10262860721473102
max_err_3d,0.21216507970781898
rmse_vx,0.06522588020458675
rmse_vy,0.10409209853924617
rmse_vz,0.006619644391467431
rmse_vel_3d,0.12301788536077476
settling_time_s,
ss_err_x,0.042958729755153996
ss_err_y,0.015952450792539943
ss_err_z,0.0194218075537721
ss_err_3d,0.05236921413368023
mean_thrust,14.759060211134445
max_thrust,15.069258919006561
min_thrust,14.525498507127303
thrust_dev,0.0687644760446575
rms_tau_phi,0.11082106121079818
max_tau_phi,0.22399266625500708
rms_tau_theta,0.6685908153245858
max_tau_theta,1.1002553319431199
rms_tau_psi,0.015164245616899828
max_tau_psi,0.02693982049179504
mean_motor_util,43.0917989741336
max_motor_util,56.495165410263404
mean_util_r0,35.0996000535209
mean_util_r1,51.550401660214824
mean_util_r2,36.00689831479755
mean_util_r3,49.710295868001154
sat_events,0
sat_pct,0.0
ctrl_energy,2176.3505050824997
max_phi_deg,2.8977823426707285
max_theta_deg,2.9898513119102095
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.042958729755153996
ss_offset_y,-0.012694941945021522
ss_offset_z,0.0194218075537721
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.31957510941895045
cost_state_max,1.0356616879283151
cost_input_mean,0.1054361955782635
cost_input_max,0.21065038039131734
cost_total_mean,0.42501130499721396
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.3291881316088412
ui_thrust_rms,1.3786550912426292
ud_tau_phi_rms,0.606617967196162
ui_tau_phi_rms,0.5111532570019465
ud_tau_theta_rms,0.7137734475247178
ui_tau_theta_rms,1.3406765581599986
ud_tau_psi_rms,0.015164245616899828
ui_tau_psi_rms,0.0
int_err_mag_final,0.8675602484512273
int_err_mag_max,0.9418315241331808
