timestamp,x,y,theta,v,omega
1771069645599332560,0.0,0.0,0.0,0.0,0.0
1771069645649098606,0.0,0.0,0.0,0.0,0.0
1771069645698928051,0.0,0.0,0.0,0.0,0.0
1771069645748986438,0.0,0.0,0.0,0.0,0.0
1771069645798878382,0.0,0.0,0.0,0.0,0.0
1771069645848964241,0.0,0.0,0.0,0.0,0.0
1771069645898942347,0.0,0.0,0.0,0.0,0.0
1771069645949298074,0.0,0.0,0.0,0.0,0.0
1771069645998948052,0.0,0.0,0.0,0.0,0.0
1771069646048945093,0.0,0.0,0.0,0.0,0.0
1771069646099498433,0.0,0.0,0.0,0.0,0.0
1771069646149016943,0.0,0.0,0.0,0.0,0.0
1771069646199604387,0.0,0.0,0.0,0.0,0.0
1771069646248926858,0.0,0.0,0.0,0.0,0.0
1771069646298978702,0.0,0.0,0.0,0.0,0.0
1771069646348997705,0.0,0.0,0.0,0.0,0.0
1771069646399022800,0.0,0.0,0.0,0.0,0.0
1771069646448963185,0.0,0.0,0.0,0.0,0.0
1771069646499094700,0.0,0.0,0.0,0.0,0.0
1771069646548961286,0.0,0.0,0.0,0.0,0.0
1771069646598958417,0.0,0.0,0.0,0.0,0.0
1771069646649231529,0.0,0.0,0.0,0.0,0.0
1771069646698942752,0.0,0.0,0.0,0.0,0.0
1771069646749532431,0.0,0.0,0.0,0.0,0.0
1771069646798944690,0.0,0.0,0.0,0.0,0.0
1771069646849334783,0.0,0.0,0.0,0.0,0.0
1771069646898946548,0.0,0.0,0.0,0.0,0.0
1771069646948960331,0.0,0.0,0.0,0.0,0.0
1771069646998957383,0.0,0.0,0.0,0.0,0.0
1771069647049256744,0.0,0.0,0.0,0.0,0.0
1771069647098975862,0.0,0.0,0.0,0.0,0.0
1771069647148974627,0.0,0.0,0.0,0.0,0.0
1771069647199014840,2.5310686077748866e-05,-4.003942786212633e-09,-0.0003163835812501182,0.0005058069297188933,-0.006322586621486167
1771069647248962349,2.5310686077748866e-05,-4.003942786212633e-09,-0.0003163835812501182,0.0,0.0
1771069647299774216,0.0,8.271806125530277e-25,-5.421010862427522e-20,-0.0004981254969436462,0.0062265687117955765
1771069647348993482,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647398943205,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647448841911,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647498827792,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647548850432,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647598878251,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647649115165,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647698840074,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647748853216,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647799594881,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647848869522,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647899059066,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647948903330,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069647999301658,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069648049002822,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
1771069648099635973,0.0,8.271806125530277e-25,-5.421010862427522e-20,0.0,0.0
