metric,value
duration_s,10.000000000000002
n_state_samples,1000
n_ctrl_samples,500
trajectory_type,sine_2d
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.23761159972028434
max_err_x,4.958894286158138
rmse_y,0.03434848041409727
max_err_y,0.06276914905135314
rmse_z,0.051246476216514174
max_err_z,0.08833575723028841
rmse_3d,0.24548990152957417
max_err_3d,4.95924912684989
rmse_vx,0.10349170943892651
rmse_vy,0.029037307245179767
rmse_vz,0.059939102282301905
rmse_vel_3d,0.12307069154372381
settling_time_s,
ss_err_x,0.08436644686189755
ss_err_y,0.016757615411452834
ss_err_z,0.041719464048771686
ss_err_3d,0.11151200492544683
mean_thrust,14.920607633317886
max_thrust,15.773463504523264
min_thrust,14.103347263395165
thrust_dev,0.38192926825960727
rms_tau_phi,0.1112717089727176
max_tau_phi,0.19713000275591602
rms_tau_theta,0.13008702664884247
max_tau_theta,1.7644507451874325
rms_tau_psi,0.0008874595789491679
max_tau_psi,0.002962556165234276
mean_motor_util,43.99557391468748
max_motor_util,60.79125446756583
mean_util_r0,43.20897206510555
mean_util_r1,44.781707620001484
mean_util_r2,44.6993203167876
mean_util_r3,43.29229565685529
sat_events,0
sat_pct,0.0
ctrl_energy,2222.9663427053865
max_phi_deg,0.4643040517272871
max_theta_deg,6.1698031027642015
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.014759453055912974
ss_offset_y,0.014278640118239948
ss_offset_z,0.01989796442207896
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.30702217702319745
cost_state_max,1.993439193395457
cost_input_mean,0.04747628008413637
cost_input_max,0.3469248887971212
cost_total_mean,0.3544984571073338
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.4140009477795006
ui_thrust_rms,1.5047917457721185
ud_tau_phi_rms,0.10145088708258923
ui_tau_phi_rms,0.17451032179609338
ud_tau_theta_rms,0.5143246666599636
ui_tau_theta_rms,0.4994497641953486
ud_tau_psi_rms,0.0008874595789491679
ui_tau_psi_rms,0.0
int_err_mag_final,0.4282927877235207
int_err_mag_max,0.6772344310165561
