t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
7.290000,0.000000,-0.074797,-0.012125,1.049020,-0.020157,-0.000231,0.001659,0.027679,0.125629,0.032984,-0.003268,0.050419,-0.000814,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000067,0.000000,0.000001,0.000000,0.000000,0.000000,-0.074797,-0.012125,0.049020,-0.020157,-0.000231,0.001659,0.027612,0.125629,0.032983,0.090247,0.132789
7.300000,0.010000,-0.074517,-0.011707,1.049077,-0.020015,-0.000574,0.001671,0.027651,0.124911,0.032757,-0.003190,0.051430,-0.000556,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000067,0.000000,0.000001,0.000000,0.000000,0.000000,-0.074517,-0.011707,0.049077,-0.020015,-0.000574,0.001671,0.027584,0.124911,0.032756,0.089991,0.132047
7.310000,0.020000,-0.074092,-0.011178,1.049140,-0.020120,-0.000688,0.001685,0.028115,0.124915,0.032531,-0.008221,0.067022,-0.000416,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000067,0.000000,0.000001,0.000000,0.000000,0.000000,-0.074092,-0.011178,0.049140,-0.020120,-0.000688,0.001685,0.028048,0.124915,0.032529,0.089606,0.132094
7.320000,0.030000,-0.073810,-0.009928,1.049466,-0.020202,-0.000018,0.001668,0.028044,0.126900,0.033077,-0.022076,0.145824,-0.001199,0.000004,0.000000,1.000000,0.000000,0.000000,0.000000,0.000283,0.000000,0.000009,0.000000,0.000000,0.000000,-0.073814,-0.009928,0.049465,-0.020202,-0.000018,0.001668,0.027761,0.126900,0.033068,0.089409,0.134044
7.330000,0.040000,-0.073538,-0.009833,1.049436,-0.019886,-0.000875,0.001687,0.027915,0.124950,0.032597,-0.009394,0.072579,-0.000376,0.000004,0.000000,1.000000,0.000000,0.000000,0.000000,0.000283,0.000000,0.000009,0.000000,0.000000,0.000000,-0.073542,-0.009833,0.049436,-0.019886,-0.000875,0.001687,0.027632,0.124950,0.032588,0.089157,0.132053
7.340000,0.050000,-0.073238,-0.009364,1.049515,-0.019854,-0.000866,0.001698,0.027890,0.124412,0.032446,-0.013383,0.083117,-0.000196,0.000013,0.000000,1.000000,0.000000,0.000000,0.000000,0.000646,0.000000,0.000032,0.000000,0.000000,0.000000,-0.073251,-0.009364,0.049514,-0.019854,-0.000866,0.001698,0.027243,0.124412,0.032414,0.088910,0.131420
7.352000,0.062000,-0.072799,-0.008818,1.049577,-0.020088,-0.000602,0.001709,0.028378,0.124479,0.032179,-0.018046,0.097962,-0.000203,0.000031,0.000000,1.000002,0.000000,0.000000,0.000000,0.001157,0.000000,0.000077,0.000000,0.000000,0.000000,-0.072830,-0.008818,0.049575,-0.020088,-0.000602,0.001709,0.027220,0.124479,0.032102,0.088542,0.131402
7.360000,0.070000,-0.072515,-0.007573,1.049899,-0.020268,0.000377,0.001687,0.028315,0.126460,0.032678,-0.029745,0.171058,-0.001110,0.000031,0.000000,1.000002,0.000000,0.000000,0.000000,0.001157,0.000000,0.000077,0.000000,0.000000,0.000000,-0.072546,-0.007573,0.049897,-0.020268,0.000377,0.001687,0.027157,0.126460,0.032601,0.088374,0.133389
7.370000,0.080000,-0.072239,-0.007479,1.049853,-0.020111,-0.000074,0.001702,0.028236,0.124530,0.032108,-0.017574,0.097671,-0.000241,0.000031,0.000000,1.000002,0.000000,0.000000,0.000000,0.001157,0.000000,0.000077,0.000000,0.000000,0.000000,-0.072269,-0.007479,0.049851,-0.020111,-0.000074,0.001702,0.027079,0.124530,0.032031,0.088113,0.131404
7.380000,0.090000,-0.071935,-0.007014,1.049911,-0.020252,0.000905,0.001684,0.028298,0.124011,0.031859,-0.025021,0.161902,-0.001205,0.000060,0.000000,1.000004,0.000000,0.000000,0.000000,0.001815,0.000000,0.000151,0.000000,0.000000,0.000000,-0.071995,-0.007014,0.049907,-0.020252,0.000905,0.001684,0.026484,0.124011,0.031708,0.087881,0.130712
