timestamp,x,y,theta
1771062950198078190,0.0018804909383354415,0.0009874659047614223,-0.001370446865378811
1771062950397650952,0.005347944779655461,0.0006238068997574901,0.001232773252867857
1771062950598173939,0.004529867963216637,0.0013443178300351411,0.0003822342355482305
1771062950798670727,0.008427862710392088,0.000705955498670633,0.0003726694393974517
1771062950998402088,0.007279289607580242,0.0008573771151977291,0.00010124732433938608
1771062951198178795,0.005571043064960769,7.837326498110159e-05,0.00251673604813854
1771062951398530377,0.0055711680366526675,0.0018075539623189265,0.0010943898287591003
1771062951598313576,0.005938137465502993,0.0009725454246001048,0.00274210788257299
1771062951797996675,0.008689324614271238,0.0004419523112562957,0.0017783736867158463
1771062951998002765,0.005743813556955286,0.0013654744327023687,0.0035133018064624814
1771062952198371940,0.006568780505536753,0.001582985833928206,0.005033995932975016
1771062952397962564,0.005848151785499722,0.0012491986840591272,0.0038036277238758624
1771062952598082017,0.004489733459973582,0.0009126993411393483,0.002703850697464524
1771062952798388683,0.004553884681477297,0.00028841123046627,0.0025884953095936794
1771062952997856114,0.005560958395703256,0.0009247290708265265,0.0025068338362225894
1771062953197959866,0.00444465795685082,0.0017027890351592728,0.0016835982615069976
1771062953398312589,0.004468361275346631,0.0007097451336889556,0.0015201770236020016
1771062953597624065,0.004091558598415885,0.002592562687855355,0.0007875775377044132
1771062953798353208,0.002371705495088269,0.001935278759683187,0.0009252205337581085
1771062953998086310,0.006712613729050229,0.002184234497205735,0.0034892396309697277
1771062954198357288,0.010951033883299776,0.0005052351613291416,0.003879713562301135
1771062954398068828,0.00666483300562663,0.0023844695433706273,0.003963545351138147
1771062954597659721,0.00699518384559452,0.0023836984379697864,0.004148076654131106
1771062954798159640,0.004609647213306098,0.001538870306658469,0.003662271301696848
1771062954998084353,0.0028647568414177987,0.0011953164998876335,0.00202730311166807
1771062955197781366,0.003741717532929721,0.0035566158776631656,0.001956749642293083
1771062955398329335,0.0019093240347163793,0.00218709050938306,0.0017171474189979097
1771062955598167093,0.0016275079906293527,0.0029126599131264128,0.0011686905563545935
1771062955797830331,0.003442307918741068,0.0020449190648925836,0.002311009865930708
1771062955998011538,0.002957174778670113,0.0010747133021769893,0.0020291331020519782
1771062956197820881,0.0021863100351404343,0.001881808032799245,0.001303981851611145
1771062956398525746,0.006126090292440264,0.001526816430086971,0.003121696551057082
1771062956598306686,0.004387508146250883,0.0008953759801722312,0.002607210164105565
1771062956798141056,0.005204350386360022,0.001216039578835218,0.0030595766915393744
1771062956998395190,0.009057682971567341,0.0021779531193337038,0.004207131835106057
1771062957198083994,0.005133822642885437,0.002333854401268433,0.0031733289066132606
1771062957398469445,0.003614435155696087,0.00294712493510855,0.0030114801622896283
1771062957598473766,0.005413367233365857,0.0010665527368667021,0.003079422510884134
1771062957797913941,0.005877256831532323,0.0013870297886211292,0.002064763573917085
1771062957998557238,0.007519202689653872,0.0020082375444562183,0.0019353653281334875
1771062958198215204,0.006137159335372393,0.004575385455163696,0.00025333551583285336
1771062958398241796,0.006569006531162798,0.004457445065368202,0.0019029544327103939
1771062958598114507,0.00823911869233545,0.0058402602866302064,0.0014354538975287108
1771062958798454841,0.016959754786071413,0.0056110963857245325,-0.0025809468720587106
