metric,value
duration_s,9.989999999999998
n_state_samples,999
n_ctrl_samples,500
trajectory_type,lemniscate_2d
wind_x,0.0
wind_y,-4.0
wind_z,0.0
is_wind,True
rmse_x,0.051401336690484696
max_err_x,0.099762
rmse_y,0.0636751147594461
max_err_y,0.104666
rmse_z,0.041945480434880146
max_err_z,0.061442
rmse_3d,0.09195673429450456
max_err_3d,0.11773955255987685
rmse_vx,0.06840527412808561
rmse_vy,0.12260139091537006
rmse_vz,0.023446141986797422
rmse_vel_3d,0.14233799266881272
settling_time_s,
ss_err_x,0.040983135
ss_err_y,0.072189505
ss_err_z,0.02786564500000001
ss_err_3d,0.0963792453196022
mean_thrust,14.830494154
max_thrust,17.847493
min_thrust,11.900076
thrust_dev,1.1899534539999999
rms_tau_phi,0.07963039858893085
max_tau_phi,0.22908
rms_tau_theta,0.6959728670587985
max_tau_theta,1.121614
rms_tau_psi,0.016661086885014435
max_tau_psi,0.031897
mean_motor_util,43.092765501200006
max_motor_util,59.431986466666665
mean_util_r0,35.513352809866674
mean_util_r1,51.43286568346666
mean_util_r2,35.00982604640001
mean_util_r3,50.41501746506667
sat_events,0
sat_pct,0.0
ctrl_energy,2221.8148287057775
max_phi_deg,3.119468715589767
max_theta_deg,5.167219875387329
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-0.019752105
ss_offset_y,-0.071850595
ss_offset_z,0.02786564500000001
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.324426064
cost_state_max,0.57284
cost_input_mean,0.07673627400000001
cost_input_max,0.182555
cost_total_mean,0.40116233799999995
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.7158782680699567
ui_thrust_rms,0.9819729140135119
ud_tau_phi_rms,0.5667782627083928
ui_tau_phi_rms,0.5311652169403903
ud_tau_theta_rms,0.3891318611513043
ui_tau_theta_rms,1.0229522462761467
ud_tau_psi_rms,0.016661086885014435
ui_tau_psi_rms,0.0
int_err_mag_final,0.690709244180936
int_err_mag_max,0.7891858305659066
