metric,value
duration_s,9.98
n_state_samples,998
n_ctrl_samples,500
trajectory_type,lissajous_3d
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.2108056290840261
max_err_x,0.47214812004754275
rmse_y,0.2857619926949872
max_err_y,0.7262912377309573
rmse_z,0.07928477781870769
max_err_z,0.1710289553006289
rmse_3d,0.3638475033805836
max_err_3d,0.8740492406821521
rmse_vx,0.2858781583467093
rmse_vy,0.6901115059875146
rmse_vz,0.25826131879413905
rmse_vel_3d,0.7903664472264428
settling_time_s,
ss_err_x,0.22759179371551155
ss_err_y,0.21528765263355887
ss_err_z,0.07704248982520319
ss_err_3d,0.3471218846018103
mean_thrust,15.209014196261338
max_thrust,21.88061805995724
min_thrust,8.013482700888133
thrust_dev,2.742828426325821
rms_tau_phi,0.1275356456314774
max_tau_phi,0.4805063678967164
rms_tau_theta,0.1506286369331051
max_tau_theta,0.4382314280441819
rms_tau_psi,0.003451891846082831
max_tau_psi,0.013134752592549967
mean_motor_util,44.14545814829997
max_motor_util,56.74632351632454
mean_util_r0,44.25493620827095
mean_util_r1,44.08362965710785
mean_util_r2,44.13143620655196
mean_util_r3,44.11183052126913
sat_events,0
sat_pct,0.0
ctrl_energy,2418.35175846327
max_phi_deg,20.52207246877891
max_theta_deg,7.2187058397546275
pct_within_linear,89.67935871743487
linearization_valid,False
ss_offset_x,-0.00889232406694111
ss_offset_y,-0.0700659104953712
ss_offset_z,0.010998138425892675
wind_detected,True
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,6.185776327749063
cost_state_max,19.33860125184655
cost_input_mean,0.1545937868947105
cost_input_max,0.6996160723332008
cost_total_mean,6.340370114643774
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,3.5691052895494284
ui_thrust_rms,1.5499829803368277
ud_tau_phi_rms,0.3109063959456227
ui_tau_phi_rms,0.3230429190493189
ud_tau_theta_rms,0.41882204999369416
ui_tau_theta_rms,0.369097521737265
ud_tau_psi_rms,0.003451891846082831
ui_tau_psi_rms,0.0
int_err_mag_final,0.4317975743379993
int_err_mag_max,0.6608737422285529
