metric,value
duration_s,9.991
n_state_samples,997
n_ctrl_samples,500
trajectory_type,helix
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.031429923904967
max_err_x,0.07177
rmse_y,0.030327928476406196
max_err_y,0.055933
rmse_z,0.023404072488482388
max_err_z,0.030656999999999934
rmse_3d,0.04955173025625002
max_err_3d,0.0860535874208624
rmse_vx,0.03626861250425706
rmse_vy,0.025308847748942213
rmse_vz,0.04106869270781805
rmse_vel_3d,0.06035385280238766
settling_time_s,
ss_err_x,0.034849225
ss_err_y,0.022335400000000002
ss_err_z,0.01666825499999998
ss_err_3d,0.04724291624927144
mean_thrust,14.942422832
max_thrust,18.043651
min_thrust,14.642747
thrust_dev,0.22771184400000016
rms_tau_phi,0.0859127376449965
max_tau_phi,0.276271
rms_tau_theta,0.08683264884688248
max_tau_theta,0.186137
rms_tau_psi,0.0011754072664400198
max_tau_psi,0.004047
mean_motor_util,44.05320358536667
max_motor_util,49.03717426666666
mean_util_r0,44.0700520404
mean_util_r1,44.0539163372
mean_util_r2,44.039360184799996
mean_util_r3,44.04948577906667
sat_events,0
sat_pct,0.0
ctrl_energy,2227.730383090839
max_phi_deg,4.521725623392944
max_theta_deg,4.776290771769569
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.021862965
ss_offset_y,0.0011957300000000016
ss_offset_z,0.01666825499999998
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.12139781000000001
cost_state_max,0.208992
cost_input_mean,0.020039136
cost_input_max,0.038443
cost_total_mean,0.141436946
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.3682071938991214
ui_thrust_rms,1.5799488559812853
ud_tau_phi_rms,0.09803504317446901
ui_tau_phi_rms,0.058747880100681084
ud_tau_theta_rms,0.059832352924901765
ui_tau_theta_rms,0.061874507915635174
ud_tau_psi_rms,0.0011754072664400198
ui_tau_psi_rms,0.0
int_err_mag_final,0.4145512755269244
int_err_mag_max,0.6484830000346964
