t,t_rel,x,y,z,phi,theta,psi,vx,vy,vz,p,q,r,ref_x,ref_y,ref_z,ref_phi,ref_theta,ref_psi,ref_vx,ref_vy,ref_vz,ref_p,ref_q,ref_r,err_x,err_y,err_z,err_phi,err_theta,err_psi,err_vx,err_vy,err_vz,err_3d,err_vel_3d
7.274000,0.000000,-0.130674,-0.143027,0.962948,-0.031310,0.001794,0.001640,-0.023767,0.098070,0.135584,-0.004989,0.061234,0.000017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.130674,-0.143027,-0.037052,-0.031310,0.001794,0.001640,-0.023767,0.098070,0.135584,0.197244,0.169014
7.281000,0.007000,-0.130876,-0.142628,0.964208,-0.031270,0.001825,0.001651,-0.023485,0.099298,0.134527,-0.000802,0.054288,-0.000127,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.130876,-0.142628,-0.035792,-0.031270,0.001825,0.001651,-0.023485,0.099298,0.134527,0.196856,0.168847
7.290000,0.016000,-0.131110,-0.141635,0.965553,-0.031278,0.002367,0.001632,-0.023312,0.102355,0.134121,-0.016038,0.125443,-0.001120,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131110,-0.141635,-0.034447,-0.031278,0.002367,0.001632,-0.023312,0.102355,0.134121,0.196053,0.170319
7.300000,0.026000,-0.131131,-0.142013,0.965829,-0.030847,0.001720,0.001652,-0.022408,0.100651,0.130620,-0.007634,0.072036,-0.000510,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131131,-0.142013,-0.034171,-0.030847,0.001720,0.001652,-0.022408,0.100651,0.130620,0.196292,0.166416
7.310000,0.036000,-0.131290,-0.141932,0.966936,-0.030827,0.001584,0.001670,-0.022051,0.100927,0.129342,-0.000902,0.050898,-0.000335,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131290,-0.141932,-0.033064,-0.030827,0.001584,0.001670,-0.022051,0.100927,0.129342,0.196150,0.165535
7.320000,0.046000,-0.131511,-0.140923,0.968229,-0.030836,0.002092,0.001651,-0.021902,0.103931,0.128645,-0.010936,0.105448,-0.001026,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131511,-0.140923,-0.031771,-0.030836,0.002092,0.001651,-0.021902,0.103931,0.128645,0.195356,0.166826
7.336000,0.062000,-0.131626,-0.141159,0.969144,-0.030608,0.001389,0.001676,-0.021419,0.102937,0.127330,-0.010330,0.071303,-0.000634,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131626,-0.141159,-0.030856,-0.030608,0.001389,0.001676,-0.021419,0.102937,0.127330,0.195457,0.165129
7.340000,0.066000,-0.131840,-0.140130,0.970417,-0.030711,0.002101,0.001648,-0.021288,0.105934,0.127100,-0.031093,0.152238,-0.001545,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131840,-0.140130,-0.029583,-0.030711,0.002101,0.001648,-0.021288,0.105934,0.127100,0.194662,0.166822
7.351000,0.077000,-0.131942,-0.140387,0.971289,-0.030426,0.001187,0.001676,-0.020811,0.104771,0.125625,-0.008858,0.056501,-0.000393,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131942,-0.140387,-0.028711,-0.030426,0.001187,0.001676,-0.020811,0.104771,0.125625,0.194786,0.164899
7.361000,0.087000,-0.132145,-0.139764,0.972649,-0.030478,0.001176,0.001686,-0.020700,0.106501,0.125617,-0.015425,0.065876,-0.000280,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132145,-0.139764,-0.027351,-0.030478,0.001176,0.001686,-0.020700,0.106501,0.125617,0.194279,0.165984
7.370000,0.096000,-0.132352,-0.138699,0.973905,-0.030632,0.001834,0.001664,-0.020590,0.109482,0.125277,-0.033115,0.146644,-0.001179,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132352,-0.138699,-0.026095,-0.030632,0.001834,0.001664,-0.020590,0.109482,0.125277,0.193482,0.167644
7.381000,0.107000,-0.132404,-0.139144,0.974513,-0.030462,0.001136,0.001690,-0.019970,0.107526,0.123061,-0.023841,0.087509,-0.000347,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132404,-0.139144,-0.025487,-0.030462,0.001136,0.001690,-0.019970,0.107526,0.123061,0.193756,0.164635
7.391000,0.117000,-0.132604,-0.138068,0.975744,-0.030572,0.001281,0.001691,-0.019870,0.110494,0.122392,-0.015382,0.069638,-0.000034,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132604,-0.138068,-0.024256,-0.030572,0.001281,0.001691,-0.019870,0.110494,0.122392,0.192964,0.166083
7.404000,0.130000,-0.132684,-0.138322,0.976526,-0.030637,0.001405,0.001708,-0.019350,0.109189,0.120437,-0.013061,0.065600,0.000134,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132684,-0.138322,-0.023474,-0.030637,0.001405,0.001708,-0.019350,0.109189,0.120437,0.193104,0.163712
7.411000,0.137000,-0.132867,-0.137652,0.977827,-0.030740,0.001427,0.001722,-0.019199,0.110945,0.120051,-0.008746,0.058049,0.000222,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132867,-0.137652,-0.022173,-0.030740,0.001427,0.001722,-0.019199,0.110945,0.120051,0.192596,0.164589
7.422000,0.148000,-0.133024,-0.137112,0.978986,-0.030760,0.001422,0.001737,-0.018955,0.112175,0.119396,-0.013218,0.081444,-0.000083,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133024,-0.137112,-0.021014,-0.030760,0.001422,0.001737,-0.018955,0.112175,0.119396,0.192189,0.164918
7.430000,0.156000,-0.133214,-0.135990,0.980180,-0.030892,0.002236,0.001711,-0.018822,0.115178,0.118882,-0.028633,0.162830,-0.001165,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133214,-0.135990,-0.019820,-0.030892,0.002236,0.001711,-0.018822,0.115178,0.118882,0.191395,0.166593
7.441000,0.167000,-0.133233,-0.136485,0.980656,-0.030619,0.001488,0.001741,-0.018114,0.112864,0.116296,-0.015115,0.090642,-0.000224,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133233,-0.136485,-0.019344,-0.030619,0.001488,0.001741,-0.018114,0.112864,0.116296,0.191712,0.163068
7.450000,0.176000,-0.133414,-0.135357,0.981819,-0.030593,0.001551,0.001745,-0.017985,0.115845,0.115603,-0.003167,0.061876,0.000099,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133414,-0.135357,-0.018181,-0.030593,0.001551,0.001745,-0.017985,0.115845,0.115603,0.190922,0.164644
7.460000,0.186000,-0.133457,-0.135457,0.982339,-0.030379,0.001701,0.001757,-0.017361,0.114599,0.113060,-0.000278,0.061586,0.000209,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133457,-0.135457,-0.017661,-0.030379,0.001701,0.001757,-0.017361,0.114599,0.113060,0.190975,0.161916
7.470000,0.196000,-0.133554,-0.135114,0.983167,-0.030338,0.002331,0.001746,-0.016936,0.114980,0.111700,-0.016594,0.142424,-0.000860,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133554,-0.135114,-0.016833,-0.030338,0.002331,0.001746,-0.016936,0.114980,0.111700,0.190724,0.161196
7.480000,0.206000,-0.133662,-0.134671,0.984080,-0.030092,0.001701,0.001768,-0.016572,0.115689,0.110630,-0.007150,0.088659,-0.000213,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133662,-0.134671,-0.015920,-0.030092,0.001701,0.001768,-0.016572,0.115689,0.110630,0.190408,0.160927
7.490000,0.216000,-0.133773,-0.134192,0.985028,-0.029951,0.001665,0.001781,-0.016229,0.116495,0.110032,-0.002338,0.058802,-0.000023,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133773,-0.134192,-0.014972,-0.029951,0.001665,0.001781,-0.016229,0.116495,0.110032,0.190071,0.161064
7.500000,0.226000,-0.133882,-0.133695,0.985993,-0.029824,0.001693,0.001794,-0.015892,0.117321,0.109506,-0.002326,0.059327,-0.000030,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.133882,-0.133695,-0.014007,-0.029824,0.001693,0.001794,-0.015892,0.117321,0.109506,0.189723,0.161271
7.511000,0.237000,-0.134011,-0.133215,0.987274,-0.029887,0.001645,0.001813,-0.015644,0.118353,0.109878,-0.010957,0.082916,-0.000364,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.134011,-0.133215,-0.012726,-0.029887,0.001645,0.001813,-0.015644,0.118353,0.109878,0.189386,0.162251
