metric,value
duration_s,9.997000000000002
n_state_samples,1000
n_ctrl_samples,500
trajectory_type,figure8_3d
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,0.1841553936443311
max_err_x,0.37668762080847235
rmse_y,0.13515585906182365
max_err_y,0.3287133953910283
rmse_z,0.025443692275378994
max_err_z,0.029960215908881427
rmse_3d,0.2298427652192739
max_err_3d,0.43541361883289426
rmse_vx,0.24856958087762696
rmse_vy,0.34198776901493755
rmse_vz,0.040516201307775196
rmse_vel_3d,0.424716415107664
settling_time_s,8.567
ss_err_x,0.1824039356098335
ss_err_y,0.10267772684132673
ss_err_z,0.017651947070796828
ss_err_3d,0.2190962670067565
mean_thrust,14.96291684593491
max_thrust,15.146429666814987
min_thrust,14.803829492116233
thrust_dev,0.24791684593491084
rms_tau_phi,0.08928806580479276
max_tau_phi,0.2622234145959748
rms_tau_theta,0.07847673309521074
max_tau_theta,0.2451645458507435
rms_tau_psi,0.0015510374255039909
max_tau_psi,0.006959218944310773
mean_motor_util,44.08656367027357
max_motor_util,47.51631972382689
mean_util_r0,44.19064333525671
mean_util_r1,43.98812016234241
mean_util_r2,44.11436088008054
mean_util_r3,44.053130303414626
sat_events,0
sat_pct,0.0
ctrl_energy,2235.935082630482
max_phi_deg,9.10462889608445
max_theta_deg,5.085572072485429
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,0.01570088629599011
ss_offset_y,-0.045650302989104406
ss_offset_z,0.017651947070796828
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,500
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,2.0744511544230173
cost_state_max,4.606785235935674
cost_input_mean,0.03230465011874982
cost_input_max,0.07211199797676773
cost_total_mean,2.1067558045417667
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.3951677112576824
ui_thrust_rms,1.6349867717550859
ud_tau_phi_rms,0.1712899641807026
ui_tau_phi_rms,0.12825859871240095
ud_tau_theta_rms,0.3147293271809549
ui_tau_theta_rms,0.3198792880384455
ud_tau_psi_rms,0.0015510374255039909
ui_tau_psi_rms,0.0
int_err_mag_final,0.4471298533176008
int_err_mag_max,0.6760058557817875
