metric,value
duration_s,13.842000000000002
n_state_samples,1383
n_ctrl_samples,693
trajectory_type,hover
wind_x,0.0
wind_y,0.0
wind_z,0.0
is_wind,False
rmse_x,1.7771606664380148e-07
max_err_x,5.130027295547831e-07
rmse_y,4.1589959226688347e-07
max_err_y,1.157108950924978e-06
rmse_z,0.18028521603725184
max_err_z,0.9912141738738628
rmse_3d,0.1802852160378192
max_err_3d,0.9912141738738628
rmse_vx,3.323767063183077e-07
rmse_vy,8.099829550578985e-07
rmse_vz,0.21565864471336132
rmse_vel_3d,0.21565864471513857
settling_time_s,7.61
ss_err_x,9.55941823112644e-08
ss_err_y,2.3090387858850636e-07
ss_err_z,0.009314685009283856
ss_err_3d,0.009314685014727306
mean_thrust,14.87193573395558
max_thrust,28.075753680538213
min_thrust,13.03618927777001
thrust_dev,0.3015678560833714
rms_tau_phi,1.1453794466579675e-05
max_tau_phi,8.187722078722921e-05
rms_tau_theta,5.686679512133659e-06
max_tau_theta,4.094573062559906e-05
rms_tau_psi,1.8393079059144596e-06
max_tau_psi,1.283220062192849e-05
mean_motor_util,43.896422679892325
max_motor_util,44.55813362647258
mean_util_r0,43.89641022256063
mean_util_r1,43.89642464325837
mean_util_r2,43.89642809510982
mean_util_r3,43.89642775864047
sat_events,0
sat_pct,0.0
ctrl_energy,3026.0043862547695
max_phi_deg,0.00020045696180671693
max_theta_deg,6.551923889666049e-05
pct_within_linear,100.0
linearization_valid,True
ss_offset_x,-1.2851638873993214e-08
ss_offset_y,-2.314132907620654e-08
ss_offset_z,0.009314685009283856
wind_detected,False
has_mpc_debug,True
mpc_solve_ok,693
mpc_solve_fail,0
mpc_solve_pct,100.0
cost_state_mean,0.889048746077058
cost_state_max,22.12461731257492
cost_input_mean,0.023718350696066426
cost_input_max,0.3007822074329618
cost_total_mean,0.9127670967731243
torque_scale_mean,1.0
torque_scale_min,1.0
torque_scaled_pct,0.0
ud_thrust_rms,1.540076318863351
ui_thrust_rms,1.635628132657627
ud_tau_phi_rms,1.1501531882460191e-05
ui_tau_phi_rms,1.5598124297984606e-06
ud_tau_theta_rms,5.71199837710125e-06
ui_tau_theta_rms,8.377592970208659e-07
ud_tau_psi_rms,1.8393079059144596e-06
ui_tau_psi_rms,0.0
int_err_mag_final,0.4780240260074595
int_err_mag_max,0.6489283311470743
